method,dataset,encoder,model,timestamp,n_seeds,AUC_mean,AUC_std,F1_mean,F1_std,ACC_mean,ACC_std,DP_mean,DP_std,EO_mean,EO_std,name
vanilla_advtrain,nba,sgc,vanilla,20260205-171952,10,0.7489102564102564,0.017560007944957,0.6628951590379131,0.0291327588199505,0.6835443037974683,0.0277327877217805,0.3764752791068581,0.0702881236059664,0.34,0.0952190457139046,vanilla_nba_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.005422777365223869
vanilla_advtrain,pokec_n,gat,vanilla,20260205-133536,10,0.7485526529180277,0.0170149950942111,0.6312604272759447,0.0154466865980189,0.6936363636363636,0.0118774736440578,0.0987004036900803,0.0965311465074452,0.1070071916648405,0.0823440262144311,vanilla_pokec_n_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.005893711998150697
vanilla_advtrain,pokec_n,gcn,vanilla,20260205-155312,10,0.7570779508769142,0.0074000775512118,0.6540012918718503,0.0130886782486849,0.6963636363636363,0.0057171627940109,0.0882231379876754,0.0676969991492316,0.0853349801780982,0.0630330955742746,vanilla_pokec_n_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.012987273520401443
vanilla_advtrain,pokec_n,gin,vanilla,20260205-154326,10,0.6892341356130787,0.0219470344760177,0.5780538908142346,0.0558303925000567,0.6384545454545455,0.0247276069496129,0.2010940626835538,0.1159749954847182,0.2009012490786302,0.1178863322628527,vanilla_pokec_n_gin_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.026249028382697385
vanilla_advtrain,pokec_n,sage,vanilla,20260205-152748,10,0.736183511562559,0.0073548414370927,0.6596050369024031,0.0134741805530792,0.6669545454545455,0.0088374905753512,0.1116884293252875,0.0550369091844594,0.1027619180429109,0.0581644105010632,vanilla_pokec_n_sage_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.002106183402786513
vanilla_advtrain,pokec_n,sgc,vanilla,20260205-155316,10,0.737585928992947,0.0090124875393434,0.6534729755145101,0.0125465017888729,0.6882727272727273,0.0096889644987403,0.2448718846621114,0.057328981241541,0.2514700081678188,0.0723480223120785,vanilla_pokec_n_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.010611927763057845
vanilla_advtrain,pokec_z,gat,vanilla,20260205-130646,10,0.7517688726051447,0.0118642448156398,0.6667971579769445,0.0360903556694431,0.6858924395946999,0.0108979980156738,0.0955681934348787,0.0233823865539478,0.0972857142857142,0.0191659775090536,vanilla_pokec_z_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0038518302623594828
vanilla_advtrain,pokec_z,gcn,vanilla,20260205-141234,10,0.775932646362873,0.0020502763304018,0.6900684077013131,0.0152733528026044,0.7044816835541698,0.0031566640685892,0.1134283147083034,0.0191385488408478,0.1025428571428571,0.0216062916007049,vanilla_pokec_z_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.011782659818013594
vanilla_advtrain,pokec_z,gin,vanilla,20260205-140528,10,0.7111657125410273,0.01667833715721,0.6288675465741757,0.0485752489991443,0.6450116913484022,0.0199792871739161,0.2085199423224883,0.0857901778724672,0.2084285714285714,0.0851734604636147,vanilla_pokec_z_gin_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.04606907413160195
vanilla_advtrain,pokec_z,sage,vanilla,20260205-135908,10,0.7604302572322723,0.0153836793740432,0.6623735717793015,0.0579090924725877,0.6772798129384257,0.0266891004527557,0.1130807431359995,0.0516790295431406,0.1098285714285714,0.0512887305121799,vanilla_pokec_z_sage_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.04962229670358684
vanilla_advtrain,pokec_z,sgc,vanilla,20260205-140446,10,0.7554815052286085,0.0052078211175243,0.6973807547074125,0.0077079517185729,0.6977396726422447,0.0047063224129229,0.1290577366957027,0.0222394827579107,0.1113714285714285,0.0186813450549264,vanilla_pokec_z_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.004480876840832734
