dataset,encoder,model,attack_mode,AUC_mean,AUC_std,F1_mean,F1_std,ACC_mean,ACC_std,DP_mean,DP_std,EO_mean,EO_std
bail,gat,edge_adder,tuned_nifa,0.9094883587716158,0.007654936968636203,0.8128382430635502,0.017792462118416216,0.8695698241152787,0.009496870914232899,0.06994806658749168,0.010010310870736066,0.051985815602836896,0.01444198277880605
bail,gat,edge_adder,ratio,1.0051966553277445,5.624897611661814,1.0051852463218187,2.691265917356816,1.0216606498194947,1.139258295540064,1.1204375411857412,3.5285997604320687,1.6072287452256335,3.8059201109495047
bail,gat,vanilla,none,0.9418414017993528,0.0104810084228694,0.8669837989374753,0.0172379752365218,0.9040474676838312,0.0144564395919578,0.0750779288748048,0.0037047198496622,0.0521947685502935,0.0096221831340051
bail,gcn,edge_adder,tuned_nifa,0.8894042360403216,0.017304383550899728,0.7894195811270328,0.03337963932329212,0.8371688917143463,0.034779888288987225,0.03114198511587246,0.0053291425952002175,0.022553954091359706,0.006622058522524861
bail,gcn,edge_adder,ratio,0.9443248452883342,1.651022769253942,0.9105355625958631,1.9364013966426434,0.9260231587829921,2.4058405299417895,0.414795474283832,1.4384738418712373,0.4321113919611946,0.6882074920318547
bail,gcn,vanilla,none,0.9047864952108072,0.0013609024549648,0.8086452184190863,0.006611186952455,0.8511337147700784,0.0083360120803254,0.0624292421632595,0.0028369074279794,0.032345001143903,0.0037946100700477
bail,gin,edge_adder,tuned_nifa,0.8533324800335503,0.009910325394438852,0.7307085911198083,0.01775461703818117,0.7735961008688281,0.024323311264977103,0.11408350539032015,0.016353363749209957,0.06567452146724623,0.008360679771819687
bail,gin,edge_adder,ratio,0.9997164141833165,0.9447515120999295,0.9818659202718378,0.9708219881804377,0.9778742097932069,1.1700510095611782,1.209641172073024,1.2727584509605534,1.0517195056421287,0.8977041626980043
bail,gin,vanilla,none,0.8535745416670493,0.0104898751338443,0.7442040466355178,0.018288231266226,0.7910998092816274,0.0207882486030241,0.0943118571227279,0.012848756758887,0.0624449020056432,0.009313402030678
bail,sage,edge_adder,tuned_nifa,0.9222043144061491,0.009041855800912773,0.8228745083549887,0.030460399997055715,0.8650561559652468,0.03498991582335841,0.0321243454405857,0.01334325126771287,0.022609624037214983,0.012149263620709193
