dataset,encoder,model,attack_mode,AUC_mean_clean,AUC_std_clean,F1_mean_clean,F1_std_clean,ACC_mean_clean,ACC_std_clean,DP_mean_clean,DP_std_clean,EO_mean_clean,EO_std_clean,AUC_mean_attacked,AUC_std_attacked,F1_mean_attacked,F1_std_attacked,ACC_mean_attacked,ACC_std_attacked,DP_mean_attacked,DP_std_attacked,EO_mean_attacked,EO_std_attacked,AUC_mean_defended,AUC_std_defended,F1_mean_defended,F1_std_defended,ACC_mean_defended,ACC_std_defended,DP_mean_defended,DP_std_defended,EO_mean_defended,EO_std_defended
bail,gat,vanilla,uncertainty,0.9418414017993528,0.0104810084228694,0.8669837989374753,0.0172379752365218,0.9040474676838312,0.0144564395919578,0.0750779288748048,0.0037047198496622,0.0521947685502935,0.0096221831340051,0.9402414838385786,0.0096430118458662,0.8653820664222541,0.018826734280921,0.9007204916295825,0.0148216128912967,0.0708327821758546,0.0044981767389597,0.0432845268054602,0.0086275267181834,0.915142943019472,0.0080669218124012,0.8226958503859082,0.0087610243996043,0.875863530408985,0.0061758384187212,0.0710762559920403,0.0068570828245776,0.0598177381224738,0.0085418691678553
bail,gcn,vanilla,uncertainty,0.9047864952108072,0.0013609024549648,0.8086452184190863,0.006611186952455,0.8511337147700784,0.0083360120803254,0.0624292421632595,0.0028369074279794,0.032345001143903,0.0037946100700477,0.9016646616034996,0.0130969023830356,0.8043256775877079,0.0109573891662641,0.8487391396482306,0.0102261554223289,0.0638063510595163,0.0078638254909304,0.0384557309540151,0.0115049793414062,0.914426343392322,0.0082543396374166,0.8328232796152012,0.0102267061657215,0.872282263191354,0.0072750349397518,0.0450027569855615,0.0045608357800946,0.0280736673530084,0.0052847273588488
bail,gin,vanilla,uncertainty,0.8535745416670493,0.0104898751338443,0.7442040466355178,0.018288231266226,0.7910998092816274,0.0207882486030241,0.0943118571227279,0.012848756758887,0.0624449020056432,0.009313402030678,0.8662007955968202,0.0101925445629819,0.7517598777984953,0.0289432605862135,0.7969908878999789,0.0380588163943948,0.0893150813939779,0.0167087509519088,0.0678860672614962,0.0089797273831085,0.8518532580745883,0.01394892692791,0.7453434184802679,0.019736087935476,0.79550752278025,0.0223495508685115,0.1120439111955899,0.0176201533620795,0.08566537024327,0.0153383408521144
bail,sage,vanilla,uncertainty,0.915550967634301,0.0058056492434387,0.8260085136502611,0.0164366625858244,0.8720067810976901,0.0219740853330201,0.0243741606830135,0.0192734670412319,0.0140334019675131,0.0093271903480594,0.9170736772705428,0.0043299543376761,0.8202287054861117,0.0153247558507396,0.8671752489934308,0.0187847288048973,0.0381166194109037,0.0221005661498778,0.0195927705330588,0.0083409945549474,0.9187546300122752,0.0080479274623367,0.8316817797403436,0.0093859832628402,0.8796567069294342,0.0096800809706669,0.0270903845545545,0.0137713629229011,0.0154869213757339,0.0102466712044904
bail,sgc,vanilla,uncertainty,0.88765248428857,0.0015636559472076,0.7873150039795429,0.005932931051207,0.8347955075227803,0.0073188209015118,0.0437672356528915,0.0038570871841986,0.0236879432624113,0.0061663158182481,0.8869768468774586,0.0040355859266763,0.7852068362215704,0.0097523919890012,0.8328035600762874,0.0108509151214173,0.0440866613659695,0.0054808965808219,0.0252352627163882,0.0072979580421001,0.8991823627909256,0.0061309587872416,0.801110431215341,0.0159771670588329,0.8491841491841493,0.0180658242409471,0.0346171528354895,0.0038860620726341,0.0239624799816975,0.0022563891835621
german,gat,vanilla,uncertainty,0.566487619047619,0.0289083778392536,0.5521472116887732,0.171487562305505,0.5187999999999999,0.0837529700965882,0.0612656846699399,0.0462395735637986,0.0763655462184873,0.0380856627496861,0.5735657142857142,0.0424535474988615,0.590143332592707,0.1175947027812811,0.536,0.0729712272063448,0.1928259683578832,0.1451453612070239,0.1826680672268907,0.1579284627730517,0.5717257142857143,0.0409195342913542,0.5963983984308855,0.2218634718574101,0.5508,0.1043693441581387,0.1243862520458265,0.1381452994539857,0.113235294117647,0.1331084213963226
german,gcn,vanilla,uncertainty,0.7426971428571428,0.0117600413407267,0.7603773916005582,0.0689067877678036,0.69,0.0502553479741211,0.320430987452264,0.0914229732964241,0.2581932773109243,0.09350840100138,0.7360228571428571,0.0126300761870147,0.6745598108747133,0.1412580288669804,0.6300000000000001,0.0948303748806256,0.255646481178396,0.1002702538733612,0.1977941176470588,0.1096268833131152,0.7079619047619048,0.0479119494749934,0.5763579109009935,0.2623144461824956,0.5816,0.1406066854740556,0.1829650845608292,0.0902548802016462,0.1361344537815125,0.0670118672608708
german,gin,vanilla,uncertainty,0.6833980952380952,0.026715822992862,0.6241708656045063,0.2247602965699149,0.5971999999999998,0.1152673414285243,0.2503818876159301,0.104912902149251,0.228781512605042,0.1085372276178565,0.6806704761904763,0.0207262407537477,0.6221709338669876,0.1535192246078207,0.5808,0.085954406518805,0.2199399890889252,0.1248439294092457,0.203781512605042,0.1281908603921785,0.6782323809523809,0.0213854275515975,0.6403876294679931,0.1334239704074793,0.5896000000000001,0.0830074695434091,0.1675259138025095,0.0591768984357827,0.1498949579831932,0.0564263383616166
german,sage,vanilla,uncertainty,0.6255085714285715,0.0724812361925484,0.5717136659433394,0.3285433845160603,0.574,0.1763383112088805,0.0828423349699945,0.0798887310748484,0.0503151260504201,0.065301082899637,0.6055238095238095,0.0750292556696999,0.4756987764982993,0.3216006483852733,0.5179999999999999,0.1700470523119998,0.069899072558647,0.0703779188553795,0.0570378151260504,0.0603695579634769,0.6201142857142857,0.0627501450071049,0.5133278570805337,0.2422349204894124,0.5208,0.1312682749181994,0.1052782324058919,0.0797092901979533,0.0980042016806722,0.0869187621471403
german,sgc,vanilla,uncertainty,0.6979123809523808,0.0118986230267191,0.6348553159630883,0.1858095104731201,0.5972000000000001,0.1173855186980063,0.2471085651936716,0.0796849540971497,0.1836134453781512,0.0572123280129488,0.6808990476190477,0.0361785692693397,0.6007741295682549,0.1641862989814379,0.5732,0.0980457036284609,0.2216721222040371,0.1047414523456991,0.1762605042016806,0.0756693409723825,0.6139885714285713,0.038948183916397,0.5769352116284769,0.2182860007853773,0.5528000000000001,0.1171774722376276,0.0725177304964539,0.0569275276733449,0.0505252100840336,0.0393464737084714
nba,gat,vanilla,uncertainty,0.6394871794871795,0.0555116361572008,0.590631429891868,0.040011335095956,0.6025316455696202,0.0335860738263838,0.1383572567783094,0.0700386970635225,0.2133333333333333,0.0933333333333333,0.6505769230769232,0.0359208371526729,0.6384537727709338,0.0351926556747554,0.6253164556962025,0.0248049594205891,0.1175438596491228,0.0673824353506138,0.1566666666666666,0.0597215762238963,0.6512179487179488,0.0320031048173254,0.6324386478128154,0.0441748006339239,0.6063291139240506,0.0346428662870987,0.0653110047846889,0.0651310144824542,0.1466666666666666,0.132664991614216
nba,gcn,vanilla,uncertainty,0.6726282051282052,0.0071442012917683,0.6028538914465907,0.0177364722640478,0.6075949367088607,0.009805021129639,0.3,0.0354802603792222,0.2799999999999999,0.0599999999999999,0.6755128205128205,0.0116687797466489,0.5970617774499754,0.0212893634065538,0.6088607594936708,0.0215189873417721,0.3389154704944178,0.0771103925031246,0.2766666666666666,0.1291424708520701,0.681923076923077,0.0190500051337264,0.6579375784222249,0.0374376867057069,0.640506329113924,0.0340598077141106,0.2248803827751196,0.0758456635529483,0.14,0.1133333333333333
nba,gin,vanilla,uncertainty,0.6063461538461539,0.0111562405328626,0.57492207270038,0.0703921218308164,0.5683544303797469,0.0327405497629811,0.0854066985645933,0.063160160173956,0.1566666666666666,0.0715697018452796,0.5877564102564102,0.0605851981866547,0.5002683927982048,0.2363224555932661,0.540506329113924,0.0463540086673431,0.0827751196172249,0.07321668617565,0.1033333333333333,0.0849182613523799,0.611474358974359,0.0206773251449003,0.5473599643200311,0.0617879004308595,0.5721518987341773,0.0177215189873417,0.0557416267942583,0.0519694589705817,0.1733333333333333,0.0904310664416702
