dataset,backbone,model,lambda_dp,lambda_eo,AUC_mean,AUC_std,F1_mean,F1_std,DP_mean,DP_std,EO_mean,EO_std
nba,gin,edge_adder,0.5,0.0,0.598397435897436,0.023878957998800566,0.5174607184439937,0.13717138227746217,0.04704944178628391,0.03479652987124631,0.16999999999999998,0.08225975119502044
nba,gin,edge_adder,1.0,0.0,0.5981410256410257,0.03284210277466119,0.5018294180905828,0.16560013906411558,0.06810207336523127,0.04151512394298142,0.11333333333333333,0.08589399151150083
nba,gin,edge_adder,5.0,0.0,0.5937179487179488,0.034623455849142816,0.4995073294869913,0.1571512618046441,0.0525518341307815,0.04210413040378557,0.16,0.11234866364235145
nba,gin,edge_adder,10.0,0.0,0.6031410256410257,0.02388790458654404,0.5076721202764343,0.11891650387386306,0.07001594896331739,0.04016764697179801,0.21666666666666662,0.07340905181848414
nba,sage,vanilla,0.0,0.0,0.6310256410256411,0.012734325683937443,0.5239159528320617,0.06329486937260613,0.11889952153110048,0.0767727250818218,0.11666666666666665,0.07490735018081411
nba,sage,edge_adder,0.0,0.1,0.6367307692307692,0.0158504526987743,0.5610803681467683,0.017237559654551406,0.06379585326953748,0.03311858973503645,0.07666666666666665,0.03958114029012638
nba,sage,edge_adder,0.0,0.5,0.6402243589743589,0.011772248719253038,0.5642563548966585,0.023621286537023417,0.05996810207336525,0.035707160842602864,0.06999999999999998,0.04333333333333333
nba,sage,edge_adder,0.0,1.0,0.6411858974358974,0.015418798829049648,0.5720786386609171,0.025614611936322012,0.06132376395534291,0.027137736375301185,0.04999999999999999,0.03415650255319865
nba,sage,edge_adder,0.0,5.0,0.6369230769230769,0.015494267354139417,0.5503448795786257,0.04068954074660468,0.07049441786283892,0.05557498598220294,0.08333333333333333,0.07187952884282608
nba,sage,edge_adder,0.0,10.0,0.6359615384615385,0.014225715203252505,0.5562622429541231,0.04871369314630616,0.07256778309409888,0.050520717232075164,0.06333333333333332,0.05044248650140519
nba,sage,edge_adder,0.1,0.0,0.6276923076923078,0.014754176800836726,0.5477241622524167,0.04300629777488102,0.06387559808612439,0.04423710281008527,0.07999999999999999,0.0581186525805423
nba,sage,edge_adder,0.5,0.0,0.6386538461538461,0.019820135499111914,0.5758347666454213,0.03617319801053507,0.04800637958532696,0.024730666381119017,0.04999999999999999,0.026874192494328493
nba,sage,edge_adder,1.0,0.0,0.6396153846153846,0.011665257734028638,0.5462480694032966,0.05952375555904142,0.08564593301435408,0.04613663224280895,0.1233333333333333,0.06674994798166929
nba,sage,edge_adder,5.0,0.0,0.6454487179487179,0.013954496587710932,0.5615906970781499,0.030141683503159773,0.03819776714513557,0.026382039270351355,0.04999999999999999,0.030731814857642953
nba,sage,edge_adder,10.0,0.0,0.6463461538461538,0.01189288291529087,0.578113401167788,0.04125200155222122,0.03748006379585327,0.034800184776972595,0.05666666666666666,0.051747248987533405
nba,sgc,vanilla,0.0,0.0,0.7176282051282051,0.0010821758343675686,0.6304922109752531,0.01387077043632025,0.2685805422647528,0.03158901455371401,0.15666666666666665,0.04229525846816508
nba,sgc,edge_adder,0.0,0.1,0.6694230769230769,0.0018142271407801387,0.5918325469327252,0.011613856330531323,0.3953748006379586,0.02141500985216439,0.2566666666666667,0.026034165586355507
nba,sgc,edge_adder,0.0,0.5,0.6696794871794872,0.002294298739509402,0.582512861104117,0.02222680344394535,0.39657097288676246,0.0248774432893274,0.24666666666666667,0.026666666666666655
nba,sgc,edge_adder,0.0,1.0,0.6708974358974359,0.002401922307076318,0.597462522358341,0.019504543733116143,0.3736842105263159,0.016834279995440227,0.22333333333333338,0.015275252316519449
nba,sgc,edge_adder,0.0,5.0,0.6759615384615385,0.0030775907395276317,0.6076786028972807,0.04308149332190404,0.28891547049441796,0.028074366259582196,0.13666666666666666,0.05467073155618907
nba,sgc,edge_adder,0.0,10.0,0.6798717948717948,0.005264221837858394,0.6155802912699224,0.0335843782994463,0.30845295055821376,0.02611883184081477,0.15333333333333338,0.04521553322083512
nba,sgc,edge_adder,0.1,0.0,0.6712179487179488,0.0022472497619177114,0.6100708210010765,0.031523979328696425,0.37360446570972894,0.024967260294183842,0.24000000000000005,0.03265986323710903
nba,sgc,edge_adder,0.5,0.0,0.6719871794871795,0.0028674704161981,0.6030754751373238,0.006149662012838542,0.34984051036682623,0.03104122683597117,0.20666666666666672,0.038873012632302036
nba,sgc,edge_adder,1.0,0.0,0.6743589743589744,0.005340170666579091,0.5905759219294513,0.037446823426563,0.33317384370015957,0.02300966174183674,0.19666666666666668,0.060461190490723474
nba,sgc,edge_adder,5.0,0.0,0.6801923076923078,0.0020159211786559402,0.5918092315560669,0.02388004282173268,0.25717703349282295,0.02800678375602542,0.14666666666666664,0.03055050463303891
nba,sgc,edge_adder,10.0,0.0,0.683076923076923,0.0017248235957786748,0.6008142577454972,0.032241740095226706,0.25717703349282295,0.03654758101203062,0.14666666666666664,0.039999999999999994
pokec_n,gat,vanilla,0.0,0.0,0.7598490264414723,0.0029302999977854232,0.653811495599338,0.019618087597010735,0.010098228451419444,0.005125038381622347,0.017650457198637375,0.012342711082368658
pokec_n,gat,edge_adder,0.0,0.1,0.750905377988277,0.002887081455851271,0.6735281391770431,0.007123912744759146,0.014909358830335295,0.013075931476489474,0.01884694304440504,0.014927794731238696
pokec_n,gat,edge_adder,0.0,0.5,0.7541409748493242,0.003611649476247917,0.6732402424452224,0.009653964264908523,0.019097071449315557,0.01426255844197241,0.01703846843436857,0.02008402023777927
pokec_n,gat,edge_adder,0.0,1.0,0.7530822733907241,0.0028791724536172173,0.6707230809887161,0.010995737746072962,0.01987737085045726,0.012206334318304252,0.015459489610932941,0.013909101371427151
pokec_n,gat,edge_adder,0.0,5.0,0.7538625847705858,0.003910389150071271,0.670992046999053,0.01457186727199545,0.028115431270433117,0.01870227998255022,0.025271231348486977,0.02206958319262849
pokec_n,gat,edge_adder,0.0,10.0,0.7523416374582559,0.005700663126266121,0.6767484068035176,0.008291176518418696,0.034382572690828304,0.02437004883687996,0.026095184971213402,0.025773977576122455
pokec_n,gat,edge_adder,0.1,0.0,0.7484976285749274,0.003835703499057417,0.6710332603314502,0.014244675546129522,0.01880235808047842,0.009792055656221524,0.021992150925354104,0.01477941335029438
pokec_n,gat,edge_adder,0.5,0.0,0.7498429117062014,0.003787372205002222,0.6676777881405849,0.015463818846158758,0.021504457586394615,0.010868788638242852,0.02685817877562404,0.012767605479622971
pokec_n,gat,edge_adder,1.0,0.0,0.7497049371315851,0.0028959125038152045,0.6689897825728217,0.008319228410666587,0.014841283403883377,0.010283370984617665,0.025980835508098078,0.01299813245128742
pokec_n,gat,edge_adder,5.0,0.0,0.7515055984166228,0.0056735317852605474,0.6666370786755417,0.01934471990084952,0.028573749779385198,0.009443687802850565,0.011239317090662782,0.011746956201536478
pokec_n,gat,edge_adder,10.0,0.0,0.7528040074270452,0.0039410129851908315,0.6739406766106452,0.008490101647946316,0.020341105511308084,0.013516105826379101,0.016265513875331206,0.015388511552648615
pokec_n,gcn,vanilla,0.0,0.0,0.7675027884516729,0.0017797970472384669,0.6787030149916985,0.013326695434589359,0.018019537367245913,0.01826615893150458,0.03848397314580554,0.021807651955129195
pokec_n,gcn,edge_adder,0.0,0.1,0.7613400620244326,0.002597560444476382,0.6657371257634964,0.012048841230205679,0.00988223604897323,0.008157092033452759,0.020386875709703788,0.007478316951739377
pokec_n,gcn,edge_adder,0.0,0.5,0.759093331215103,0.004125497386819482,0.66303379139936,0.034537739244809955,0.012974391873530977,0.008400433016285217,0.02608920851843733,0.01450038694528475
pokec_n,gcn,edge_adder,0.0,1.0,0.7601448340002449,0.0026646200636368522,0.6759769400723956,0.009520450453150236,0.011058101302584538,0.010240009686544425,0.020387274139888854,0.011782291507113874
pokec_n,gcn,edge_adder,0.0,5.0,0.761005696053803,0.002306424794624006,0.6717619536796908,0.016257417681962566,0.010256230675777005,0.008726110370061447,0.019849393390043213,0.00962977724204337
pokec_n,gcn,edge_adder,0.0,10.0,0.7588344272007255,0.0025916295560581212,0.6526265971842145,0.032210921679106365,0.01389681857105104,0.00638528743552092,0.0222857939717513,0.009055625376071925
pokec_n,gcn,edge_adder,0.1,0.0,0.7598789381708418,0.0017099878213195146,0.6696259958357396,0.015901265725880236,0.00980809079711748,0.004994966398788479,0.018866067693288434,0.0096440854593059
pokec_n,gcn,edge_adder,0.5,0.0,0.7591669314454605,0.0016864588510809573,0.6636690026284608,0.02779700111519823,0.010954447361073366,0.00622906678552621,0.022587405621849892,0.014371636294036944
pokec_n,gcn,edge_adder,1.0,0.0,0.7589884126180333,0.004474113071217525,0.6417042787486256,0.04700636307911791,0.008106111753890055,0.006604617504061938,0.019230232882443177,0.009387686049771284
pokec_n,gcn,edge_adder,5.0,0.0,0.7595316642340115,0.005139377049603934,0.6507368692947864,0.04808508885051025,0.012455188346682276,0.0070782357225307535,0.013535868677411,0.008996262612522688
pokec_n,gcn,edge_adder,10.0,0.0,0.7603598840268883,0.002252848859253032,0.6710515768343803,0.016914697265158374,0.009809584907986103,0.008516342754595027,0.01494591310237665,0.007187132963432406
pokec_n,gin,vanilla,0.0,0.0,0.6996840858015682,0.011501020246651233,0.6141933875524019,0.037672405575927555,0.02142489618264012,0.015281548598790976,0.031677191864055626,0.015738065767539243
pokec_n,gin,edge_adder,0.0,0.1,0.6899069219796187,0.011837462097944422,0.6103717174191974,0.017799719883396518,0.026067285415330144,0.016338116604731775,0.026053349801780985,0.015729856078413738
pokec_n,gin,edge_adder,0.0,0.5,0.6902701653874541,0.011492511473103335,0.6128511615608326,0.018161854885742363,0.023794369256427715,0.017756337296941673,0.02042233599617509,0.014004427676011632
pokec_n,gin,edge_adder,0.0,1.0,0.6826742823667252,0.008468767075605564,0.6027459095299492,0.02275339986685355,0.01731142219744488,0.013585482157138784,0.019549375460684915,0.015709338482189653
pokec_n,gin,edge_adder,0.0,5.0,0.6888347747228926,0.011059224650573119,0.6165127515446684,0.009283569971800342,0.020808295303542623,0.01507452809272883,0.031579974898898355,0.023257614405593312
pokec_n,gin,edge_adder,0.0,10.0,0.6783604566110302,0.01109773448333048,0.6103489054025875,0.015437443671380164,0.019780533789784206,0.014135406389895471,0.020531107436699402,0.011639449908580062
pokec_n,gin,edge_adder,0.1,0.0,0.6897588527134861,0.009453239558288511,0.617066017905325,0.011598376850009057,0.016440075415246103,0.010099023864203985,0.024716218100683307,0.012632457222294015
pokec_n,gin,edge_adder,0.5,0.0,0.6841680484809971,0.012283626863530435,0.6160063688086488,0.008689922664617444,0.019227339240674168,0.013499678973004152,0.030916987070940538,0.018747998811312498
pokec_n,gin,edge_adder,1.0,0.0,0.6839218042027014,0.008541684671511235,0.6126569113069877,0.014380341512929802,0.022690314706439903,0.02563496994981958,0.027068151483156354,0.01709633440847418
pokec_n,gin,edge_adder,5.0,0.0,0.680106672756579,0.011649042628223161,0.6083678480983712,0.016852969044760215,0.03037284602907353,0.017669179405752616,0.037469171464430163,0.01962383436752247
pokec_n,gin,edge_adder,10.0,0.0,0.6908196227564136,0.01026828256959296,0.6114062651719577,0.0157445877134897,0.022620838551048638,0.021217437563091864,0.02985955335976253,0.024573511440126327
pokec_n,sage,vanilla,0.0,0.0,0.7301201185547049,0.007524732623788851,0.6604664418015751,0.01720245586269194,0.014466354957786693,0.012471616916474375,0.023610972767296855,0.010584940487114801
pokec_n,sage,edge_adder,0.0,0.1,0.7219021708551363,0.00940512969577686,0.6535442199901947,0.010279740602442668,0.04574706010341116,0.012756091752842176,0.052181206048170205,0.015331808064531636
pokec_n,sage,edge_adder,0.0,0.5,0.7226883570144867,0.005579014473783521,0.6601104305974601,0.00803006920946829,0.05673811318076594,0.019129213708896423,0.06575333187242267,0.016947783588802015
pokec_n,sage,edge_adder,0.0,1.0,0.7208693267006245,0.007546287480324535,0.6589503085041346,0.01018135136793609,0.05388184010959303,0.012901562831107882,0.05892822280215948,0.02248316888809632
pokec_n,sage,edge_adder,0.0,5.0,0.7235174869844674,0.005379848180908729,0.657449709961971,0.01013810166811554,0.0618264945077418,0.015861467665906407,0.06226069287009184,0.016748685507515147
pokec_n,sage,edge_adder,0.0,10.0,0.7219849969715926,0.006870257152785176,0.6547710467424575,0.008651315061695263,0.06434995438292754,0.01698833844547888,0.06129449967129511,0.021288810602181574
pokec_n,sage,edge_adder,0.1,0.0,0.7233457117419466,0.009398960314691295,0.6579993174274636,0.011467670851164676,0.05114192092231464,0.009031459591930047,0.04779847401239119,0.015481614733186561
pokec_n,sage,edge_adder,0.5,0.0,0.7249167601666783,0.006229701887670611,0.6542836804524311,0.007252662269335087,0.06045219265439068,0.017245658318450714,0.06471103850827739,0.02276588625107445
pokec_n,sage,edge_adder,1.0,0.0,0.7233830290032072,0.00649652601085832,0.6628951278273388,0.003999173847258028,0.06613196173955593,0.019896920047690732,0.06262844393091219,0.023804823569208336
pokec_n,sage,edge_adder,5.0,0.0,0.7234532367552683,0.006692896335109134,0.6570625867197897,0.009058703830213892,0.06498186989842848,0.02003251239141139,0.06995119230232885,0.020673421389546715
pokec_n,sage,edge_adder,10.0,0.0,0.7225383019074003,0.005448482697295736,0.6582297620634321,0.0121983396780996,0.06344162835673017,0.014011593146117983,0.06932326633065722,0.021374982958583696
pokec_n,sgc,vanilla,0.0,0.0,0.7567101565835592,0.0018483154301541654,0.6598235029148815,0.03645112576741065,0.01566771347809399,0.011907699686023553,0.03479371277167958,0.015266534874477138
pokec_n,sgc,edge_adder,0.0,0.1,0.7498570194513121,0.0022136537290833236,0.6650084509202105,0.012691334973163552,0.025955320482112233,0.0064514044177175255,0.038100683307767405,0.0056952801555917466
pokec_n,sgc,edge_adder,0.0,0.5,0.7488527217605142,0.0028704236074963774,0.6736224615505444,0.008507254308636572,0.02277902753926476,0.009288191883446267,0.03295177002609717,0.010758805676518239
pokec_n,sgc,edge_adder,0.0,1.0,0.7494054061210239,0.0019331495308921327,0.6670519641477186,0.014961069745775983,0.029633354531031275,0.007812791434939004,0.04366117497061578,0.011335096770612027
pokec_n,sgc,edge_adder,0.0,5.0,0.7512127696192812,0.0021603802255008575,0.6475559501129399,0.03371957354206238,0.035853524840993925,0.00988743747980961,0.05088630794669004,0.009839307443033494
pokec_n,sgc,edge_adder,0.0,10.0,0.7504764363422133,0.002535749091548746,0.6562836452866321,0.02783696652010287,0.03121944660001063,0.008075070749123,0.041522003306970534,0.007139640393535083
pokec_n,sgc,edge_adder,0.1,0.0,0.7464935840788511,0.004244122517400015,0.6740432021737859,0.00845360379622836,0.022435942331055742,0.009766690754107013,0.03188596928103273,0.013935394550830598
pokec_n,sgc,edge_adder,0.5,0.0,0.7489035675632739,0.0035195515492536726,0.6668427175636987,0.020871078072756292,0.01967501220968727,0.011748120862699251,0.03328167021933583,0.01115415985025517
pokec_n,sgc,edge_adder,1.0,0.0,0.7487338609050801,0.0030807470605030422,0.6593804634079914,0.02739183927446943,0.019550627479873878,0.008514707290830665,0.028138334960256618,0.010813651696366701
pokec_n,sgc,edge_adder,5.0,0.0,0.749916967025111,0.0034949816340451123,0.6655372055032149,0.009662886838474721,0.02051404884435194,0.011120433904568381,0.030210968782994986,0.01079455235534716
pokec_n,sgc,edge_adder,10.0,0.0,0.7495988601272925,0.0061595115596871156,0.6637794058064086,0.01744762740577121,0.013807171918933292,0.008802074443372594,0.024733350598641356,0.010852853414427587
pokec_z,gat,vanilla,0.0,0.0,0.7885838027631479,0.0021627945607420943,0.7068822446087792,0.018978353254526917,0.038880534377841496,0.011526899458673062,0.03231428571428572,0.010571776056065131
pokec_z,gat,edge_adder,0.0,0.1,0.7860033279902298,0.0038945222934728798,0.6935306248892561,0.02190418442412032,0.03691320395349211,0.007671125617335817,0.03268571428571426,0.016086602360666585
pokec_z,gat,edge_adder,0.0,0.5,0.7859467216243036,0.004065451842657036,0.702105935825751,0.020480046324154448,0.027774654177046297,0.005069773675704447,0.02031428571428575,0.00958608685671532
pokec_z,gat,edge_adder,0.0,1.0,0.7857689031371651,0.004206478974378067,0.7086210227929364,0.01585123376199583,0.014752960545784215,0.005802379992870204,0.006799999999999995,0.004826457694577994
pokec_z,gat,edge_adder,0.0,5.0,0.7854551560949546,0.004423077013412505,0.6974499086244672,0.01681436248576973,0.008956424424704474,0.006167642088892562,0.008514285714285707,0.005588326024410367
pokec_z,gat,edge_adder,0.0,10.0,0.7852214640103808,0.004289587784167145,0.6976736669164996,0.023622239783133464,0.013587304490990576,0.014650851439899974,0.01837142857142856,0.018931908061712726
pokec_z,gat,edge_adder,0.1,0.0,0.7850764979772537,0.003844485137286215,0.7046604961256672,0.026938519663734953,0.04008183535007345,0.007295968009918513,0.02788571428571427,0.012273216234332977
pokec_z,gat,edge_adder,0.5,0.0,0.7848628348980994,0.0038468282724501775,0.7017596666163578,0.028371728223880413,0.027830609971968297,0.006176435991759165,0.020800000000000006,0.01128538878373271
pokec_z,gat,edge_adder,1.0,0.0,0.7843582016639952,0.004093390278668567,0.6981406095537606,0.028802535755713114,0.0175816873900388,0.0067659758015088094,0.015200000000000002,0.009140892646090262
pokec_z,gat,edge_adder,5.0,0.0,0.784216991069384,0.003971755930182466,0.7005035604220975,0.020191993129587017,0.013244575247093266,0.006743695982190415,0.013742857142857135,0.01033831786735786
pokec_z,gat,edge_adder,10.0,0.0,0.7838304251583849,0.003799269903984604,0.6968218186066067,0.026666984461760784,0.012943543831142629,0.0066151446038339,0.01080000000000001,0.00839222186045519
pokec_z,gcn,vanilla,0.0,0.0,0.7840483321883825,0.0011535325114690126,0.7151248932913263,0.014009879660188412,0.0425042101355314,0.007798736822585659,0.019828571428571452,0.009823088171470824
pokec_z,gcn,edge_adder,0.0,0.1,0.7852828333714983,0.0016229756474454592,0.6988560703194814,0.01992419610796939,0.05553020805871052,0.006311728114959543,0.04402857142857144,0.006227588389003951
pokec_z,gcn,edge_adder,0.0,0.5,0.7853538813831005,0.0010207744061617268,0.7033973892324747,0.01794186887500012,0.032119433339969125,0.0050973297403291255,0.01802857142857146,0.00989367969762431
pokec_z,gcn,edge_adder,0.0,1.0,0.7832955652240287,0.002292582145431375,0.7048247387750344,0.021591115720754412,0.014121171197830646,0.012805135540790151,0.013857142857142846,0.007338186396640282
pokec_z,gcn,edge_adder,0.0,5.0,0.7814946034653844,0.004027615333646378,0.6993808025982448,0.02518462536747955,0.021028887179128486,0.01349533297422405,0.031114285714285695,0.012061373665295272
pokec_z,gcn,edge_adder,0.0,10.0,0.7818859629035951,0.0022105939013271057,0.6993629456688366,0.031208396749078975,0.02392285094775128,0.013570489957419518,0.03554285714285715,0.009902545539570387
pokec_z,gcn,edge_adder,0.1,0.0,0.785305549194718,0.0012957391782380317,0.7064186637004459,0.017614933844114052,0.05395685485389621,0.004522522812230681,0.04005714285714283,0.008432977056817899
pokec_z,gcn,edge_adder,0.5,0.0,0.7837385848408519,0.002292032320292204,0.6999178764263402,0.024215459043390865,0.034637982147949276,0.005435112031582145,0.023228571428571442,0.007974500176263357
pokec_z,gcn,edge_adder,1.0,0.0,0.7842604991985345,0.001292798611328308,0.7047128420548743,0.016958836358442513,0.025491899860648537,0.00687361261982727,0.012342857142857155,0.009063765041895877
pokec_z,gcn,edge_adder,5.0,0.0,0.7824792611251049,0.0019392848670285296,0.704526276046705,0.025458133176197228,0.009875525258123002,0.005476565387848588,0.010399999999999998,0.004097186690341317
pokec_z,gcn,edge_adder,10.0,0.0,0.7822179070299977,0.002483952082777577,0.6968355217559817,0.030185776314896925,0.005877779631014562,0.0051212541875680405,0.010199999999999982,0.0066750219750459855
pokec_z,gin,vanilla,0.0,0.0,0.7179545378215403,0.013921053547343703,0.6361200862957946,0.060243313854598496,0.0478682994280672,0.027688895611111115,0.05362857142857141,0.024090662091358135
pokec_z,gin,edge_adder,0.0,0.1,0.7136802992138005,0.01459060458538914,0.6412294367378402,0.01897925728269242,0.03696351036527298,0.02756102133377414,0.03377142857142856,0.024478495351918136
pokec_z,gin,edge_adder,0.0,0.5,0.7135849171818947,0.019943557798795225,0.6590392328524819,0.02434488150515879,0.044442083062073284,0.02051533005159857,0.03382857142857141,0.02132975310093719
pokec_z,gin,edge_adder,0.0,1.0,0.7119556675062972,0.011066026374378757,0.646727902094169,0.02535864585637564,0.04036591861660056,0.022200737782820494,0.03485714285714285,0.022246485620182353
pokec_z,gin,edge_adder,0.0,5.0,0.7078666971986871,0.013095133847702398,0.6274033387754197,0.028523891975451764,0.031558395790402496,0.016042407022587312,0.02648571428571428,0.016259653333654225
pokec_z,gin,edge_adder,0.0,10.0,0.7179757575757576,0.007694612630573053,0.6288310742043006,0.03126890590155542,0.02676825692318453,0.015233976251309497,0.0238857142857143,0.01694080931975102
pokec_z,gin,edge_adder,0.1,0.0,0.7144236928478741,0.008931015817517969,0.6309875807092801,0.04205562416547496,0.047162799081033685,0.031908531128794396,0.04088571428571431,0.027067097278837306
pokec_z,gin,edge_adder,0.5,0.0,0.7088190519807649,0.011387924511213107,0.6405687969533336,0.02527379489409147,0.04482946933461028,0.015577881826961909,0.04057142857142857,0.017238305707739085
pokec_z,gin,edge_adder,1.0,0.0,0.7071132279978628,0.009997518726461525,0.6261901472944428,0.03357602020074185,0.04124560827715335,0.017514609182515056,0.04042857142857143,0.018419709940325185
pokec_z,gin,edge_adder,5.0,0.0,0.7122852301351041,0.004995374122246333,0.6242794514678323,0.023705287284605314,0.01981884311393997,0.013684240476843851,0.016371428571428554,0.016299267543327833
pokec_z,gin,edge_adder,10.0,0.0,0.7103073963819556,0.009303812301864866,0.6408486353559995,0.02336570235534496,0.020529185789380233,0.008456143546096905,0.018142857142857145,0.012218587379522266
pokec_z,sage,vanilla,0.0,0.0,0.7544132508968782,0.02025135797875254,0.6577051905023216,0.07074072904086665,0.0396565175050172,0.013527031194789065,0.04851428571428572,0.016337661511779164
pokec_z,sage,edge_adder,0.0,0.1,0.7527232730325929,0.036847464161121266,0.6477568322973561,0.11491801461386604,0.035434410661731065,0.020433692784312635,0.03834285714285716,0.02304345495637602
pokec_z,sage,edge_adder,0.0,0.5,0.7591065720174033,0.02148813073986511,0.6365595284909626,0.0735016738697517,0.020426555328982413,0.009748610314561323,0.015885714285714274,0.014188353948048443
pokec_z,sage,edge_adder,0.0,1.0,0.746368887871155,0.040732534555652,0.6241996593025756,0.09774484514874096,0.02457831390124879,0.01307694287553698,0.019828571428571435,0.011979710738901628
pokec_z,sage,edge_adder,0.0,5.0,0.7417641401419739,0.025654969678715916,0.655526611378268,0.05426426476296291,0.02608172236241061,0.016834403953545074,0.01651428571428571,0.004652495490133663
pokec_z,sage,edge_adder,0.0,10.0,0.7400351728875658,0.04518383105938563,0.6087897545562015,0.13932027187456175,0.020448076788567804,0.012129102022243755,0.019742857142857152,0.014177562036758023
pokec_z,sage,edge_adder,0.1,0.0,0.7326576291886117,0.06957106996614544,0.5835503763287456,0.14659267173718105,0.019201042714716912,0.010808158246806174,0.019542857142857153,0.012904800562233443
pokec_z,sage,edge_adder,0.5,0.0,0.7478133577589497,0.02670507496710203,0.6429860167022345,0.09392275020040364,0.017214611994985494,0.010837200930660828,0.015371428571428564,0.012825230236227548
pokec_z,sage,edge_adder,1.0,0.0,0.7638982367758186,0.024885627449541627,0.6416176676190745,0.0781904000145673,0.01753635781578706,0.0120045181133457,0.014342857142857135,0.00880148410490978
pokec_z,sage,edge_adder,5.0,0.0,0.7638869704602702,0.01683059821393182,0.6592432467314762,0.06506495332029029,0.029764985661327563,0.018478420433982935,0.021399999999999975,0.013881392625543356
pokec_z,sage,edge_adder,10.0,0.0,0.7627041294557667,0.010081971457070609,0.6468031304730417,0.0600087255133322,0.025404737949327717,0.020466409864937748,0.018914285714285724,0.01584197472745447
pokec_z,sgc,vanilla,0.0,0.0,0.7779314556140753,0.0005046139627998971,0.7147794123107029,0.005321229533414879,0.03846261453451773,0.005711164827646774,0.03345714285714283,0.005151500672976142
pokec_z,sgc,edge_adder,0.0,0.1,0.7750517975727045,0.001265825012000158,0.6972709946950209,0.023450434882500124,0.04053903185714057,0.005665113452392208,0.040514285714285746,0.005531062561680586
pokec_z,sgc,edge_adder,0.0,0.5,0.7755185100374017,0.0007193884270871308,0.7132480968042407,0.009613166302911402,0.015072419711504836,0.006989548568678239,0.01574285714285715,0.007928712997449123
pokec_z,sgc,edge_adder,0.0,1.0,0.774370628196321,0.00176942627901454,0.7001250963979493,0.026493630384766032,0.01550325243057985,0.007205539385158734,0.017457142857142848,0.012536607619776765
pokec_z,sgc,edge_adder,0.0,5.0,0.7738485306465155,0.0006761302273727529,0.713491631210649,0.007865959592455762,0.040476888642587736,0.009103839921183713,0.030228571428571428,0.01103375155916555
pokec_z,sgc,edge_adder,0.0,10.0,0.7731280360277841,0.0010002880691729952,0.7068720467133016,0.01777012349791791,0.043186171386143404,0.018442463035590172,0.03314285714285712,0.018284374950950297
pokec_z,sgc,edge_adder,0.1,0.0,0.7746789405388902,0.001082914191644473,0.7020675729516654,0.025286922976867143,0.04590702191422623,0.0053753106304434695,0.04491428571428572,0.011256417670622828
pokec_z,sgc,edge_adder,0.5,0.0,0.7748885733913442,0.0009417732819879296,0.7021913317458925,0.01659288635222727,0.027212540554500418,0.008716297866908597,0.03177142857142858,0.013354690378366712
pokec_z,sgc,edge_adder,1.0,0.0,0.7751785054575986,0.0007486360790559773,0.716150146371843,0.007636376411687672,0.011317597559466491,0.004336987460324357,0.01011428571428572,0.008130767968347297
pokec_z,sgc,edge_adder,5.0,0.0,0.7740374017250591,0.0008049864324304461,0.704284416658111,0.013994467147371075,0.01285907210226997,0.006324468633800276,0.016999999999999994,0.00876193064178371
pokec_z,sgc,edge_adder,10.0,0.0,0.7741578810777803,0.001486635599735125,0.7127889220022523,0.022982324622386193,0.01903869020396965,0.008079821078861793,0.016257142857142838,0.008109908275985485
