dataset,encoder,model,attack_mode,AUC_mean_clean,AUC_std_clean,F1_mean_clean,F1_std_clean,ACC_mean_clean,ACC_std_clean,DP_mean_clean,DP_std_clean,EO_mean_clean,EO_std_clean,AUC_mean_attacked,AUC_std_attacked,F1_mean_attacked,F1_std_attacked,ACC_mean_attacked,ACC_std_attacked,DP_mean_attacked,DP_std_attacked,EO_mean_attacked,EO_std_attacked,AUC_mean_defended,AUC_std_defended,F1_mean_defended,F1_std_defended,ACC_mean_defended,ACC_std_defended,DP_mean_defended,DP_std_defended,EO_mean_defended,EO_std_defended
bail,gat,vanilla,tuned_nifa,0.9418414017993528,0.0104810084228694,0.8669837989374753,0.0172379752365218,0.9040474676838312,0.0144564395919578,0.0750779288748048,0.0037047198496622,0.0521947685502935,0.0096221831340051,0.9358980157527558,0.0087018382766661,0.862272613287138,0.0168913159060046,0.9008688281415556,0.0109250703725172,0.0769803567474615,0.0080399917531024,0.0528376420346221,0.0099371062210314,0.9148332965993516,0.0078042961346209,0.8165267580583973,0.0200355196821311,0.8694214876033056,0.0107008113225768,0.0769240667945352,0.0082946807420853,0.0640486540074734,0.0152671331748519
bail,gcn,vanilla,tuned_nifa,0.9047864952108072,0.0013609024549648,0.8086452184190863,0.006611186952455,0.8511337147700784,0.0083360120803254,0.0624292421632595,0.0028369074279794,0.032345001143903,0.0037946100700477,0.9010986904335528,0.0078008619881047,0.796296800791702,0.013683862652799,0.8388005933460478,0.0142225877178515,0.0644884443843762,0.0050798872668759,0.034645771371921,0.0072579700766619,0.9162149439194548,0.0037461967659977,0.8373805969618193,0.0100394438619612,0.8773892773892774,0.0111223923947311,0.060022559115234,0.0096291009437044,0.0346145046900023,0.0071966342866335
bail,gin,vanilla,tuned_nifa,0.8535745416670493,0.0104898751338443,0.7442040466355178,0.018288231266226,0.7910998092816274,0.0207882486030241,0.0943118571227279,0.012848756758887,0.0624449020056432,0.009313402030678,0.855276692977381,0.0159962864834015,0.7400535187947276,0.0352524638607925,0.783237974147065,0.0467697273493303,0.0980091832421287,0.0136491884698058,0.0705414474185922,0.0065654889800166,0.8550836769491204,0.010428627885284,0.7250769790568545,0.0156223823878132,0.7655435473617291,0.0227810286831552,0.1108721563868607,0.0174209336376069,0.0662266453138107,0.01217549918759
bail,sage,vanilla,tuned_nifa,0.915550967634301,0.0058056492434387,0.8260085136502611,0.0164366625858244,0.8720067810976901,0.0219740853330201,0.0243741606830135,0.0192734670412319,0.0140334019675131,0.0093271903480594,0.920603525926538,0.0090647647740824,0.8316654395303293,0.0149242207920729,0.8758847213392669,0.0136565804724671,0.02313896285582,0.0174208323887764,0.0132418210935712,0.0112538069569315,0.9193190419012284,0.0034897889041561,0.8344024030225942,0.0032750835602203,0.8802712439076075,0.0057940824242879,0.0164286505076879,0.0086331429948605,0.0149225958972012,0.0095241075014484
bail,sgc,vanilla,tuned_nifa,0.88765248428857,0.0015636559472076,0.7873150039795429,0.005932931051207,0.8347955075227803,0.0073188209015118,0.0437672356528915,0.0038570871841986,0.0236879432624113,0.0061663158182481,0.8873625823836069,0.0065447323374058,0.7733148986858799,0.0332529122513179,0.8152998516634881,0.0454925596221582,0.0414510263031519,0.0062900789131617,0.0200526195378631,0.0042675023154301,0.8935708261778599,0.0055630322981569,0.8050606891156452,0.0093977451432592,0.8528077982623437,0.0088069669415217,0.0666424696551863,0.0049686903058291,0.0419903912148249,0.006086639710409
german,gat,vanilla,tuned_nifa,0.566487619047619,0.0289083778392536,0.5521472116887732,0.171487562305505,0.5187999999999999,0.0837529700965882,0.0612656846699399,0.0462395735637986,0.0763655462184873,0.0380856627496861,0.5204342857142856,0.0188113359946805,0.6386016706014485,0.0804826728728763,0.5548,0.0543190574292301,0.4650436442989634,0.1206004509451132,0.5227941176470587,0.1262026828969874,0.5199085714285714,0.0264899680493623,0.5803987118526017,0.1970618921412847,0.5256000000000001,0.1048457915225976,0.2357201309328969,0.1951234550791941,0.2551470588235294,0.1976691211050875
german,gcn,vanilla,tuned_nifa,0.7426971428571428,0.0117600413407267,0.7603773916005582,0.0689067877678036,0.69,0.0502553479741211,0.320430987452264,0.0914229732964241,0.2581932773109243,0.09350840100138,0.7238780952380951,0.0135413627197704,0.708893979429346,0.0869641194554073,0.6504000000000001,0.0667940117076373,0.4008046917621386,0.0423335309490742,0.3480042016806722,0.053744263131094,0.7064228571428571,0.0162987367594746,0.6737843959222707,0.1343302161621151,0.6292,0.0877824583843491,0.1925122749590834,0.0515754356438834,0.1283613445378151,0.0556103984730557
german,gin,vanilla,tuned_nifa,0.6833980952380952,0.026715822992862,0.6241708656045063,0.2247602965699149,0.5971999999999998,0.1152673414285243,0.2503818876159301,0.104912902149251,0.228781512605042,0.1085372276178565,0.6740114285714285,0.0197363689520243,0.5780269602645627,0.1591050814547373,0.5644,0.097594262126418,0.3105019094380796,0.1154078957992556,0.2737394957983193,0.1110420816729711,0.6632,0.0191142226017417,0.6652631428483318,0.1119349059371052,0.6052000000000001,0.0721343191553091,0.2219994544462629,0.0516067252509997,0.1723739495798319,0.0756206955913726
german,sage,vanilla,tuned_nifa,0.6255085714285715,0.0724812361925484,0.5717136659433394,0.3285433845160603,0.574,0.1763383112088805,0.0828423349699945,0.0798887310748484,0.0503151260504201,0.065301082899637,0.5774019047619048,0.1062053217724475,0.3449575477203317,0.3416607786093568,0.454,0.1724204164245058,0.095785597381342,0.1511570570430961,0.093172268907563,0.1522421244207141,0.6011276190476191,0.0459867915967242,0.4495060550448486,0.2795449646244075,0.4972,0.1504877403644562,0.0749181669394435,0.0676272681990484,0.0470588235294117,0.0422989476761236
german,sgc,vanilla,tuned_nifa,0.6979123809523808,0.0118986230267191,0.6348553159630883,0.1858095104731201,0.5972000000000001,0.1173855186980063,0.2471085651936716,0.0796849540971497,0.1836134453781512,0.0572123280129488,0.6766171428571428,0.0331519322003526,0.7001348508215901,0.1067856572102254,0.6308,0.0738658243032595,0.2644571740316421,0.0807910333938616,0.2009453781512605,0.0670642893088518,0.6203961904761904,0.0407191024051398,0.5806864307270462,0.1327390750500053,0.54,0.0794782989249266,0.0316693944353518,0.0323805675651578,0.0338235294117647,0.0227715975187412
nba,gat,vanilla,tuned_nifa,0.6394871794871795,0.0555116361572008,0.590631429891868,0.040011335095956,0.6025316455696202,0.0335860738263838,0.1383572567783094,0.0700386970635225,0.2133333333333333,0.0933333333333333,0.6664743589743589,0.0638308665149753,0.5601620248252475,0.0427704025269908,0.5987341772151898,0.0388300294941214,0.2145135566188198,0.1057327257915332,0.1699999999999999,0.1196754871401082,0.7583333333333333,0.0380836133291965,0.7179462953143135,0.0895143882111385,0.7063291139240506,0.0562686348630199,0.0939393939393939,0.0664162784940306,0.0733333333333333,0.0573488351136175
nba,gcn,vanilla,tuned_nifa,0.6726282051282052,0.0071442012917683,0.6028538914465907,0.0177364722640478,0.6075949367088607,0.009805021129639,0.3,0.0354802603792222,0.2799999999999999,0.0599999999999999,0.698397435897436,0.0224235313906239,0.6086508504020798,0.0579740365567673,0.6316455696202532,0.0450924383052072,0.2858054226475279,0.0629390227469211,0.28,0.0686375342732466,0.687948717948718,0.0232557176274322,0.6374853445294106,0.0449922561543815,0.6278481012658228,0.032122981115062,0.4293460925039872,0.1348438396682802,0.3833333333333333,0.1108051342572977
nba,gin,vanilla,tuned_nifa,0.6063461538461539,0.0111562405328626,0.57492207270038,0.0703921218308164,0.5683544303797469,0.0327405497629811,0.0854066985645933,0.063160160173956,0.1566666666666666,0.0715697018452796,0.5630128205128205,0.0376277683109227,0.4770802931673247,0.1595695904736613,0.5379746835443038,0.0300882641114043,0.085645933014354,0.0708026199825295,0.1133333333333332,0.07180219742846,0.6021153846153846,0.0170374196590637,0.536396228314296,0.0934618463161231,0.5430379746835442,0.0322474410198911,0.0635566188197766,0.0495497740285013,0.12,0.0871779788708134
nba,sage,vanilla,tuned_nifa,0.6378846153846154,0.0187272763903174,0.5751761734175085,0.0350280968097535,0.5746835443037974,0.0162104411074249,0.069377990430622,0.0452989867333081,0.0566666666666666,0.0578311719096582,0.6224358974358974,0.0177715616186891,0.5715688388750342,0.0356815472484672,0.5759493670886076,0.0172170512768803,0.0459330143540669,0.0371600577580254,0.0699999999999999,0.0657436097443867,0.6276923076923078,0.0147207180455459,0.5764243622695441,0.0640292023856909,0.5886075949367089,0.0316455696202531,0.0984848484848484,0.0547774917558907,0.0866666666666666,0.06
nba,sgc,vanilla,tuned_nifa,0.6825641025641026,0.0027764625420138,0.5794754751968985,0.0164319042886373,0.589873417721519,0.0171704556534816,0.2923444976076556,0.0350608857812209,0.1866666666666666,0.065319726474218,0.6811538461538462,0.0218423314339851,0.6086371928826662,0.0474611389190242,0.6215189873417721,0.0274131744654528,0.310207336523126,0.0593957038609865,0.2033333333333333,0.0525991127935316,0.6780128205128205,0.0251066921254195,0.6159457960374166,0.0532178439870973,0.6101265822784809,0.0387267304829831,0.386682615629984,0.1295918045246446,0.2866666666666667,0.1045625809423875
pokec_n,gat,vanilla,tuned_nifa,0.7556281214937497,0.00438513496165,0.672946344310918,0.0117440293331574,0.6910000000000001,0.0105818338019253,0.0111038584479363,0.008924661296802,0.0112703946450983,0.0083455432421066,0.7510702027874587,0.0071233914075408,0.6751208704659344,0.0094231480288849,0.6735454545454546,0.0127447931354775,0.0339209858143511,0.0260949713040099,0.0241205649740024,0.0190900365156344,0.7483455462552004,0.005944446956414,0.6595784482247937,0.0193211913083466,0.6829090909090908,0.0080755727990686,0.028806084019457,0.0187105442765221,0.0273398808693746,0.0157214795041188
pokec_n,gcn,vanilla,tuned_nifa,0.7548425145380107,0.0113039678216091,0.6294498512790485,0.0868458433430109,0.6826818181818182,0.0269346086011263,0.0155691021607644,0.0135130528937317,0.0259330238858896,0.0146343308046904,0.7528746702676582,0.0153642166374024,0.6251026496624551,0.064022697262076,0.6823181818181818,0.0237187811346282,0.0293851453629802,0.0224669593172899,0.0297308604099846,0.0334709535619552,0.7554540294367824,0.003133574657834,0.6600658060329356,0.0159130432369588,0.6907272727272727,0.0088355031380493,0.0676006727234186,0.034670121929796,0.0449867521963464,0.0308296612851465
pokec_n,gin,vanilla,tuned_nifa,0.6987033286004124,0.0104955556973937,0.6243562003189816,0.0152391429747249,0.6372272727272728,0.0211218914285785,0.022133291498229,0.0214275262777281,0.0169771101858676,0.0146532030463013,0.680372196240803,0.0096111627487855,0.619033950567308,0.0096286776999589,0.6354545454545455,0.0095064136679636,0.0362829883337955,0.0196014149192482,0.0367053807996493,0.0257420600886512,0.6773384932100788,0.0089152788606722,0.6088834298234385,0.0148779264045861,0.6354545454545455,0.013665121191928,0.0312691257863925,0.0258445406641584,0.04075980636293,0.0226163525142239
pokec_n,sage,vanilla,tuned_nifa,0.7331814165003524,0.0060958827522641,0.6705415825026046,0.0079454608348464,0.6567272727272727,0.0206303555531147,0.0139346382524132,0.0127810170262847,0.0227918003067912,0.0137582631216406,0.7282869391240455,0.0072634855003472,0.6533313033493368,0.0202579019741718,0.6595454545454545,0.0195094806366223,0.0238927004279693,0.0096000017519051,0.0371898719046955,0.0139913790634881,0.7276232545285448,0.0086804164015778,0.6576045865851488,0.0104322120301154,0.6652727272727272,0.01520547965604,0.0562045288368066,0.0114626252991243,0.067421160627129,0.0150950936508326
