AUC_mean,AUC_std,F1_mean,F1_std,ACC_mean,ACC_std,DP_mean,DP_std,EO_mean,EO_std,name,dataset,encoder,model,attack_mode
0.9348764475484659,0.01175270274575295,0.8483196561573063,0.01802934364597649,0.8855054036872219,0.01717251330229465,0.07626717095179625,0.015050721016810738,0.043177762525737795,0.014428491652922542,edge_adder_bail_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0077461047764892125,bail,gat,edge_adder,degree
0.8906502737446929,0.0053449091671248965,0.7892091973198091,0.009007468908733227,0.8388853570671753,0.00879209118112848,0.07696685938007723,0.005446093337560392,0.03535422862807901,0.006589096623802485,edge_adder_bail_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0005062309938444872,bail,gcn,edge_adder,degree
0.8355091903830436,0.01221881958157837,0.7292134393909506,0.018786728892291098,0.7835982199618564,0.019859599000179796,0.07508506396781624,0.010311271477700112,0.05584534431480209,0.010883559583571265,edge_adder_bail_gin_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0020823316882860616,bail,gin,edge_adder,degree
0.9043775618125771,0.0032860761110613665,0.814747652143318,0.012451757937248502,0.8648442466624285,0.013221442395625251,0.09057055223103756,0.010166825649599445,0.08024479524136353,0.008783479685986717,edge_adder_bail_sage_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.001108189378494277,bail,sage,edge_adder,degree
0.8993673910913973,0.0008427884942708374,0.8095445959501733,0.003124825587582323,0.8564950201313838,0.0031385477569948867,0.07124622217493451,0.0019314471491311633,0.04992526500419433,0.0032046983194969937,edge_adder_bail_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.010293634452337637,bail,sgc,edge_adder,degree
0.501527619047619,0.03589665367586115,0.4117647058823529,0.4117647058823529,0.5,0.19999999999999998,0.0,0.0,0.0,0.0,edge_adder_german_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.010188481328150471,german,gat,edge_adder,degree
0.6135009523809524,0.04898315045575804,0.518620792942982,0.3397486625278777,0.5408,0.17210973243834876,0.02620021822149482,0.05147637939234366,0.029306722689075644,0.03418774750777521,edge_adder_german_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0008574578427195729,german,gcn,edge_adder,degree
0.6791466666666668,0.01819513438237653,0.7075068379678494,0.050654484585007487,0.6348,0.038783501646963224,0.07875068194217132,0.029291282607869416,0.07331932773109243,0.05691455257447953,edge_adder_german_gin_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0005997302838647427,german,gin,edge_adder,degree
0.7266514285714285,0.010917701784024745,0.7440589294782392,0.027099434195073536,0.6684,0.022588492645592782,0.08375613747954173,0.04821814177331656,0.049579831932773134,0.029283182317031847,edge_adder_german_sage_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0005335063533975847,german,sage,edge_adder,degree
0.6264228571428572,0.029957079864593013,0.47595061180095355,0.34752583344895377,0.5212000000000001,0.17811501901861054,0.015671031096563006,0.01634801293613288,0.013655462184873957,0.01967400801419018,edge_adder_german_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.002265390407383132,german,sgc,edge_adder,degree
0.7521794871794872,0.03480857769096361,0.7478210724078401,0.04157115854882604,0.7278481012658229,0.030088264111404334,0.2370015948963317,0.08209053971777674,0.12333333333333334,0.09073771725877469,edge_adder_nba_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0005266946880424559,nba,gat,edge_adder,degree
0.7320512820512821,0.00731443683363892,0.6828814379987365,0.008068849194099054,0.6708860759493671,0.008005766228274385,0.2522328548644338,0.04144590602337653,0.12000000000000006,0.03399346342395192,edge_adder_nba_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0007437733361427296,nba,gcn,edge_adder,degree
0.5917948717948718,0.05022451237847401,0.5292123778988853,0.20312198038159507,0.5379746835443038,0.0439406454625564,0.10255183413078153,0.07873539761371154,0.09333333333333332,0.07999999999999999,edge_adder_nba_gin_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.009659285727342239,nba,gin,edge_adder,degree
0.6466666666666666,0.01407573204993679,0.5282526127961183,0.045982373823187365,0.5620253164556962,0.019772783989637104,0.13149920255183414,0.05497009826054895,0.14666666666666664,0.06863753427324668,edge_adder_nba_sage_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0007733112465626232,nba,sage,edge_adder,degree
0.7257051282051282,0.006070820802844537,0.6623920488793906,0.020175834437038964,0.6670886075949367,0.02121905647372179,0.3430622009569378,0.04491523705290934,0.22000000000000006,0.08326663997864533,edge_adder_nba_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0005110759834334629,nba,sgc,edge_adder,degree
0.7302711665822683,0.019261681327130183,0.6576883968750161,0.013883338712360497,0.6788636363636363,0.018097817319653126,0.0702897921411636,0.04953832502675628,0.06354124748490945,0.032741513198797194,edge_adder_pokec_n_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0014220908710879659,pokec_n,gat,edge_adder,degree
0.7491622233475321,0.004618025549570324,0.6686688549217551,0.0031260717250957406,0.690590909090909,0.0068213628942856794,0.03390483074058408,0.024223936310016136,0.023981114409227667,0.02365161205888521,edge_adder_pokec_n_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.000696915699118028,pokec_n,gcn,edge_adder,degree
0.7237494166592198,0.005965309085816077,0.6509700614362146,0.008231195509050717,0.667409090909091,0.0060883644616745655,0.07307369421713726,0.04582902692239564,0.06542582226029445,0.03620898323505818,edge_adder_pokec_n_gin_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.00018232571507056315,pokec_n,gin,edge_adder,degree
