AUC_mean,AUC_std,F1_mean,F1_std,ACC_mean,ACC_std,DP_mean,DP_std,EO_mean,EO_std,name,dataset,encoder,model,attack_mode
0.9331824561564621,0.01643012809292441,0.8538606426411839,0.02010294916713524,0.8951048951048952,0.014342049167941453,0.07484534640966434,0.006568850909717739,0.05077785403797756,0.011509111562547905,edge_adder_bail_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0077461047764892125,bail,gat,edge_adder,no_attack
0.8905054901996797,0.005354208405628419,0.7897605257071387,0.009513156430519311,0.8396906124178851,0.009226819166781176,0.07611418880642296,0.006209989356143721,0.035600549073438584,0.005696459339264715,edge_adder_bail_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0005062309938444872,bail,gcn,edge_adder,no_attack
0.8358095672124725,0.012366714107654301,0.7297574705888717,0.01909540133413824,0.7841068022886205,0.01990702653984324,0.06947526333345795,0.007266303962377605,0.051524441394036426,0.010391716498203064,edge_adder_bail_gin_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0020823316882860616,bail,gin,edge_adder,no_attack
0.9050175079513764,0.003176600677535526,0.8172831371299688,0.012037412110009743,0.8673871582962492,0.012962823060027984,0.09021814693187406,0.014095721701499336,0.08175932280942574,0.009595916697638715,edge_adder_bail_sage_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.001108189378494277,bail,sage,edge_adder,no_attack
0.8994712411187946,0.0008272762654088146,0.810320806590191,0.0024645622038404857,0.8574062301335028,0.002753924251346962,0.07112156473128915,0.0012270217507688854,0.05171966750552885,0.0022772424467656116,edge_adder_bail_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.010293634452337637,bail,sgc,edge_adder,no_attack
0.4885714285714286,0.03414266029032712,0.49411764705882344,0.40344536939958225,0.54,0.19595917942265423,0.0,0.0,0.0,0.0,edge_adder_german_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.010188481328150471,german,gat,edge_adder,no_attack
0.613584761904762,0.04854764893153987,0.5208971043185394,0.3351608371976585,0.5403999999999999,0.1694362416958072,0.029773595199127128,0.050288694349648964,0.033088235294117634,0.03338039615399706,edge_adder_german_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0008574578427195729,german,gcn,edge_adder,no_attack
0.6802361904761904,0.01841202249443555,0.7043544183639764,0.05011904561315588,0.6324,0.038134498816688275,0.0902482269503546,0.02680072990067863,0.08119747899159663,0.05550762478391501,edge_adder_german_gin_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0005997302838647427,german,gin,edge_adder,no_attack
0.7269104761904762,0.010163423994972704,0.7450860970807099,0.028693330277939407,0.6696,0.02095328136593407,0.0801418439716312,0.0418447718164545,0.0422268907563025,0.026414673504389134,edge_adder_german_sage_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0005335063533975847,german,sage,edge_adder,no_attack
0.6263580952380952,0.030614421986379058,0.4775105431189073,0.3454764169305958,0.5208,0.1777710887630494,0.015889252591380243,0.017082699031766253,0.01712184873949581,0.020707136083537678,edge_adder_german_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.002265390407383132,german,sgc,edge_adder,no_attack
0.7555128205128205,0.03229166269008053,0.7356014856135411,0.04491457394610623,0.7202531645569621,0.03072066101142178,0.2272727272727273,0.06824870573067322,0.14666666666666667,0.07774602526460404,edge_adder_nba_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0005266946880424559,nba,gat,edge_adder,no_attack
0.7335897435897436,0.005177646283668903,0.6981312266746686,0.00969388481299033,0.6848101265822786,0.008860759493670899,0.23716108452950563,0.022123115105999222,0.10666666666666676,0.019999999999999997,edge_adder_nba_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0007437733361427296,nba,gcn,edge_adder,no_attack
0.5912820512820514,0.0475442283449336,0.5291177091830594,0.20200071948901174,0.5367088607594936,0.04318663825122019,0.1196969696969697,0.08581257418481852,0.11333333333333333,0.08717797887081347,edge_adder_nba_gin_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.009659285727342239,nba,gin,edge_adder,no_attack
0.647948717948718,0.012710424780209327,0.5322826821047517,0.051707431793766995,0.5632911392405063,0.024183510347522547,0.13532695374800635,0.0634009407739469,0.13666666666666666,0.0874960316560446,edge_adder_nba_sage_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0007733112465626232,nba,sage,edge_adder,no_attack
