dataset,encoder,attack_mode,AUC_std_clean,AUC_std_attacked,AUC_std_defended,F1_std_clean,F1_std_attacked,F1_std_defended,DP_std_clean,DP_std_attacked,DP_std_defended,EO_std_clean,EO_std_attacked,EO_std_defended
bail,gat,degree,0.0104810084228694,0.0077053295146812,0.0112702799293962,0.0172379752365218,0.0160702252674413,0.0195360997817677,0.0037047198496622,0.005306487058884,0.006653903447496,0.0096221831340051,0.0126767939137034,0.0119386477553514
bail,gat,uncertainty,0.0104810084228694,0.0096430118458662,0.0067206211859629,0.0172379752365218,0.018826734280921,0.0098727570078769,0.0037047198496622,0.0044981767389597,0.0074692115453569,0.0096221831340051,0.0086275267181834,0.0110838921097019
bail,gcn,degree,0.0013609024549648,0.0057563138625012,0.0053979942772808,0.006611186952455,0.0076875251803081,0.0541508137930075,0.0028369074279794,0.0051783423308597,0.0098977660352174,0.0037946100700477,0.0048170245222191,0.009637723501043
bail,gcn,uncertainty,0.0013609024549648,0.0130969023830356,0.0084491273834477,0.006611186952455,0.0109573891662641,0.0157956159846591,0.0028369074279794,0.0078638254909304,0.0071308002026164,0.0037946100700477,0.0115049793414062,0.0079557089318677
bail,gin,degree,0.0104898751338443,0.0059279678259834,0.0133376209265925,0.018288231266226,0.021673136297478,0.030109284409144,0.012848756758887,0.0062680444926201,0.0130078446896177,0.009313402030678,0.0092101090107057,0.0188089244076964
bail,gin,uncertainty,0.0104898751338443,0.0101925445629819,0.0146834378237272,0.018288231266226,0.0289432605862135,0.0266269192904841,0.012848756758887,0.0167087509519088,0.0196955133621426,0.009313402030678,0.0089797273831085,0.0146445809417291
bail,sage,degree,0.0058056492434387,0.0083486284749182,0.0074476059331486,0.0164366625858244,0.0210929590787326,0.0067265621267602,0.0192734670412319,0.022469064131335,0.0117474336696307,0.0093271903480594,0.0142588785745811,0.0085253463014917
bail,sage,uncertainty,0.0058056492434387,0.0043299543376761,0.0085553215889598,0.0164366625858244,0.0153247558507396,0.0226123792477397,0.0192734670412319,0.0221005661498778,0.0199850657613293,0.0093271903480594,0.0083409945549474,0.0182389709884713
bail,sgc,degree,0.0015636559472076,0.0047931328604541,0.0047474049417215,0.005932931051207,0.0039147579231188,0.0171123540124328,0.0038570871841986,0.00593023495836,0.0045745905395691,0.0061663158182481,0.0053992639381131,0.0037171633968748
bail,sgc,uncertainty,0.0015636559472076,0.0040355859266763,0.0015954196016978,0.005932931051207,0.0097523919890012,0.0033052113320844,0.0038570871841986,0.0054808965808219,0.003000836582161,0.0061663158182481,0.0072979580421001,0.0027691758699727
german,gat,degree,0.0289083778392536,0.026974262966484,0.0390649087854137,0.171487562305505,0.1094714358661297,0.1510694570006804,0.0462395735637986,0.0929983768907413,0.109118609918569,0.0380856627496861,0.1128162996981343,0.1216954265858715
german,gat,uncertainty,0.0289083778392536,0.0424535474988615,0.0217142242271477,0.171487562305505,0.1175947027812811,0.1387248610787872,0.0462395735637986,0.1451453612070239,0.0889297993763618,0.0380856627496861,0.1579284627730517,0.0854189900177935
german,gcn,degree,0.0117600413407267,0.0153308585994661,0.0082755063556363,0.0689067877678036,0.1278417287043635,0.1172479143123869,0.0914229732964241,0.098309802349562,0.0410486229317351,0.09350840100138,0.0940395365396734,0.0284291517464125
german,gcn,uncertainty,0.0117600413407267,0.0126300761870147,0.0208636027395648,0.0689067877678036,0.1412580288669804,0.0721935322910883,0.0914229732964241,0.1002702538733612,0.0341688388982539,0.09350840100138,0.1096268833131152,0.0246078720332585
german,gin,degree,0.026715822992862,0.0195391304346071,0.0218377588909367,0.2247602965699149,0.1060344589542926,0.1904436975624,0.104912902149251,0.0921341790856968,0.0991793108892742,0.1085372276178565,0.1180973151649231,0.103304164087292
german,gin,uncertainty,0.026715822992862,0.0207262407537477,0.0093660379385664,0.2247602965699149,0.1535192246078207,0.0415346620517566,0.104912902149251,0.1248439294092457,0.0865958610659138,0.1085372276178565,0.1281908603921785,0.0733843857902984
german,sage,degree,0.0724812361925484,0.0673169400398334,0.0797027766624836,0.3285433845160603,0.2786519645174743,0.3352109710389796,0.0798887310748484,0.1071936437125518,0.0504189229951383,0.065301082899637,0.1062068295013257,0.0319370919790579
german,sage,uncertainty,0.0724812361925484,0.0750292556696999,0.0809138053971933,0.3285433845160603,0.3216006483852733,0.2890935467802549,0.0798887310748484,0.0703779188553795,0.0707846197927506,0.065301082899637,0.0603695579634769,0.0832606917462087
german,sgc,degree,0.0118986230267191,0.0185497195705251,0.0197208285439037,0.1858095104731201,0.1696694758878121,0.1195340950829805,0.0796849540971497,0.0902758786279839,0.0865208066246063,0.0572123280129488,0.0743385848396425,0.0564594733209104
german,sgc,uncertainty,0.0118986230267191,0.0361785692693397,0.021739325913111,0.1858095104731201,0.1641862989814379,0.1115446795426268,0.0796849540971497,0.1047414523456991,0.0304335778175736,0.0572123280129488,0.0756693409723825,0.0368673537013829
nba,gat,degree,0.0555116361572008,0.0595872555639293,0.0382099140867493,0.040011335095956,0.0556503593441487,0.0425293522717147,0.0700386970635225,0.1100410568138448,0.0655791912686468,0.0933333333333333,0.1673652028084426,0.0752034278178565
nba,gat,uncertainty,0.0555116361572008,0.0359208371526729,0.0358403850682563,0.040011335095956,0.0351926556747554,0.0412505513162795,0.0700386970635225,0.0673824353506138,0.0924854584643994,0.0933333333333333,0.0597215762238963,0.118133634311129
nba,gcn,degree,0.0071442012917683,0.0232698488298224,0.0218081595994493,0.0177364722640478,0.021814818514024,0.0335726858230243,0.0354802603792222,0.0775058903772747,0.1097260857924147,0.0599999999999999,0.0822597511950204,0.0869865890046659
nba,gcn,uncertainty,0.0071442012917683,0.0116687797466489,0.017907576474792,0.0177364722640478,0.0212893634065538,0.0264649080156611,0.0354802603792222,0.0771103925031246,0.0860998842767506,0.0599999999999999,0.1291424708520701,0.1334998959633385
nba,gin,degree,0.0111562405328626,0.059249081418324,0.0243771861744883,0.0703921218308164,0.2197884863517046,0.160930044093838,0.063160160173956,0.0550533287121385,0.0548725467834123,0.0715697018452796,0.077817450199525,0.0982626864865578
nba,gin,uncertainty,0.0111562405328626,0.0605851981866547,0.0185078878647724,0.0703921218308164,0.2363224555932661,0.0833372812568492,0.063160160173956,0.07321668617565,0.0362375047440411,0.0715697018452796,0.0849182613523799,0.1324973794290119
