dataset,encoder,model,attack_mode,AUC_mean_clean,AUC_std_clean,F1_mean_clean,F1_std_clean,ACC_mean_clean,ACC_std_clean,DP_mean_clean,DP_std_clean,EO_mean_clean,EO_std_clean,AUC_mean_attacked,AUC_std_attacked,F1_mean_attacked,F1_std_attacked,ACC_mean_attacked,ACC_std_attacked,DP_mean_attacked,DP_std_attacked,EO_mean_attacked,EO_std_attacked,AUC_mean_defended,AUC_std_defended,ACC_mean_defended,ACC_std_defended,F1_mean_defended,F1_std_defended,DP_mean_defended,DP_std_defended,EO_mean_defended,EO_std_defended
german,gat,vanilla,degree,0.566487619047619,0.0289083778392536,0.5521472116887732,0.171487562305505,0.5187999999999999,0.0837529700965882,0.0612656846699399,0.0462395735637986,0.0763655462184873,0.0380856627496861,0.5358552380952382,0.026974262966484,0.5368168311967758,0.1094714358661297,0.4916,0.0567506828152754,0.1408210583742498,0.0929983768907413,0.1932773109243697,0.1128162996981343,,,,,,,,,,
german,gat,vanilla,uncertainty,0.566487619047619,0.0289083778392536,0.5521472116887732,0.171487562305505,0.5187999999999999,0.0837529700965882,0.0612656846699399,0.0462395735637986,0.0763655462184873,0.0380856627496861,0.5735657142857142,0.0424535474988615,0.590143332592707,0.1175947027812811,0.536,0.0729712272063448,0.1928259683578832,0.1451453612070239,0.1826680672268907,0.1579284627730517,,,,,,,,,,
german,gcn,vanilla,degree,0.7426971428571428,0.0117600413407267,0.7603773916005582,0.0689067877678036,0.69,0.0502553479741211,0.320430987452264,0.0914229732964241,0.2581932773109243,0.09350840100138,0.7360685714285714,0.0153308585994661,0.6564605699808375,0.1278417287043635,0.6152,0.0833844110130904,0.25740589198036,0.098309802349562,0.2170168067226891,0.0940395365396734,,,,,,,,,,
german,gcn,vanilla,uncertainty,0.7426971428571428,0.0117600413407267,0.7603773916005582,0.0689067877678036,0.69,0.0502553479741211,0.320430987452264,0.0914229732964241,0.2581932773109243,0.09350840100138,0.7360228571428571,0.0126300761870147,0.6745598108747133,0.1412580288669804,0.6300000000000001,0.0948303748806256,0.255646481178396,0.1002702538733612,0.1977941176470588,0.1096268833131152,,,,,,,,,,
german,gin,vanilla,degree,0.6833980952380952,0.026715822992862,0.6241708656045063,0.2247602965699149,0.5971999999999998,0.1152673414285243,0.2503818876159301,0.104912902149251,0.228781512605042,0.1085372276178565,0.6813866666666666,0.0195391304346071,0.6853185646965342,0.1060344589542926,0.6216000000000002,0.0707265155369611,0.2896481178396072,0.0921341790856968,0.2626050420168067,0.1180973151649231,,,,,,,,,,
german,gin,vanilla,uncertainty,0.6833980952380952,0.026715822992862,0.6241708656045063,0.2247602965699149,0.5971999999999998,0.1152673414285243,0.2503818876159301,0.104912902149251,0.228781512605042,0.1085372276178565,0.6806704761904763,0.0207262407537477,0.6221709338669876,0.1535192246078207,0.5808,0.085954406518805,0.2199399890889252,0.1248439294092457,0.203781512605042,0.1281908603921785,,,,,,,,,,
german,sage,vanilla,degree,0.6255085714285715,0.0724812361925484,0.5717136659433394,0.3285433845160603,0.574,0.1763383112088805,0.0828423349699945,0.0798887310748484,0.0503151260504201,0.065301082899637,0.6586438095238095,0.0673169400398334,0.5899233583331951,0.2786519645174743,0.5824,0.1564731286834899,0.1114975450081833,0.1071936437125518,0.0973739495798319,0.1062068295013257,,,,,,,,,,
german,sage,vanilla,uncertainty,0.6255085714285715,0.0724812361925484,0.5717136659433394,0.3285433845160603,0.574,0.1763383112088805,0.0828423349699945,0.0798887310748484,0.0503151260504201,0.065301082899637,0.6055238095238095,0.0750292556696999,0.4756987764982993,0.3216006483852733,0.5179999999999999,0.1700470523119998,0.069899072558647,0.0703779188553795,0.0570378151260504,0.0603695579634769,,,,,,,,,,
german,sgc,vanilla,degree,0.6979123809523808,0.0118986230267191,0.6348553159630883,0.1858095104731201,0.5972000000000001,0.1173855186980063,0.2471085651936716,0.0796849540971497,0.1836134453781512,0.0572123280129488,0.6878933333333332,0.0185497195705251,0.5729335110437918,0.1696694758878121,0.5539999999999999,0.1015598345804087,0.209683578832515,0.0902758786279839,0.1821428571428571,0.0743385848396425,,,,,,,,,,
german,sgc,vanilla,uncertainty,0.6979123809523808,0.0118986230267191,0.6348553159630883,0.1858095104731201,0.5972000000000001,0.1173855186980063,0.2471085651936716,0.0796849540971497,0.1836134453781512,0.0572123280129488,0.6808990476190477,0.0361785692693397,0.6007741295682549,0.1641862989814379,0.5732,0.0980457036284609,0.2216721222040371,0.1047414523456991,0.1762605042016806,0.0756693409723825,,,,,,,,,,
nba,gat,vanilla,degree,0.6394871794871795,0.0555116361572008,0.590631429891868,0.040011335095956,0.6025316455696202,0.0335860738263838,0.1383572567783094,0.0700386970635225,0.2133333333333333,0.0933333333333333,0.6035897435897436,0.0595872555639293,0.5543148384321667,0.0556503593441487,0.5670886075949367,0.0415220745996372,0.1726475279106858,0.1100410568138448,0.2566666666666667,0.1673652028084426,,,,,,,,,,
nba,gat,vanilla,uncertainty,0.6394871794871795,0.0555116361572008,0.590631429891868,0.040011335095956,0.6025316455696202,0.0335860738263838,0.1383572567783094,0.0700386970635225,0.2133333333333333,0.0933333333333333,0.6505769230769232,0.0359208371526729,0.6384537727709338,0.0351926556747554,0.6253164556962025,0.0248049594205891,0.1175438596491228,0.0673824353506138,0.1566666666666666,0.0597215762238963,,,,,,,,,,
nba,gcn,vanilla,degree,0.6726282051282052,0.0071442012917683,0.6028538914465907,0.0177364722640478,0.6075949367088607,0.009805021129639,0.3,0.0354802603792222,0.2799999999999999,0.0599999999999999,0.6693589743589744,0.0232698488298224,0.597263542207106,0.021814818514024,0.6088607594936709,0.0262181204774784,0.3893141945773525,0.0775058903772747,0.37,0.0822597511950204,,,,,,,,,,
nba,gcn,vanilla,uncertainty,0.6726282051282052,0.0071442012917683,0.6028538914465907,0.0177364722640478,0.6075949367088607,0.009805021129639,0.3,0.0354802603792222,0.2799999999999999,0.0599999999999999,0.6755128205128205,0.0116687797466489,0.5970617774499754,0.0212893634065538,0.6088607594936708,0.0215189873417721,0.3389154704944178,0.0771103925031246,0.2766666666666666,0.1291424708520701,,,,,,,,,,
nba,gin,vanilla,degree,0.6063461538461539,0.0111562405328626,0.57492207270038,0.0703921218308164,0.5683544303797469,0.0327405497629811,0.0854066985645933,0.063160160173956,0.1566666666666666,0.0715697018452796,0.5817948717948718,0.059249081418324,0.4946278982425614,0.2197884863517046,0.5569620253164558,0.0400288311413718,0.0814194577352472,0.0550533287121385,0.1166666666666666,0.077817450199525,,,,,,,,,,
nba,gin,vanilla,uncertainty,0.6063461538461539,0.0111562405328626,0.57492207270038,0.0703921218308164,0.5683544303797469,0.0327405497629811,0.0854066985645933,0.063160160173956,0.1566666666666666,0.0715697018452796,0.5877564102564102,0.0605851981866547,0.5002683927982048,0.2363224555932661,0.540506329113924,0.0463540086673431,0.0827751196172249,0.07321668617565,0.1033333333333333,0.0849182613523799,,,,,,,,,,
nba,sage,vanilla,degree,0.6378846153846154,0.0187272763903174,0.5751761734175085,0.0350280968097535,0.5746835443037974,0.0162104411074249,0.069377990430622,0.0452989867333081,0.0566666666666666,0.0578311719096582,0.6311538461538462,0.0245458419359473,0.5323641192231129,0.0740171914387735,0.5632911392405064,0.0376568981788443,0.0761562998405103,0.0761621447860147,0.1233333333333333,0.0760847480700888,,,,,,,,,,
nba,sage,vanilla,uncertainty,0.6378846153846154,0.0187272763903174,0.5751761734175085,0.0350280968097535,0.5746835443037974,0.0162104411074249,0.069377990430622,0.0452989867333081,0.0566666666666666,0.0578311719096582,0.6315384615384615,0.0249750039404951,0.5538704048582498,0.0424882972211174,0.5746835443037974,0.0241503595295429,0.0700956937799043,0.0521307303625637,0.0799999999999999,0.0702376916856849,,,,,,,,,,
nba,sgc,vanilla,degree,0.6825641025641026,0.0027764625420138,0.5794754751968985,0.0164319042886373,0.589873417721519,0.0171704556534816,0.2923444976076556,0.0350608857812209,0.1866666666666666,0.065319726474218,0.6651923076923076,0.0202447426637802,0.5573941537502453,0.0398681676050758,0.5911392405063292,0.0305113184637821,0.3859649122807017,0.0876656353182917,0.2766666666666666,0.1145522685162638,,,,,,,,,,
nba,sgc,vanilla,uncertainty,0.6825641025641026,0.0027764625420138,0.5794754751968985,0.0164319042886373,0.589873417721519,0.0171704556534816,0.2923444976076556,0.0350608857812209,0.1866666666666666,0.065319726474218,0.6896153846153846,0.0214849763266812,0.603861217183499,0.0432229451892812,0.6088607594936708,0.0243156616611374,0.3038277511961723,0.0535787850964702,0.2033333333333333,0.054670731556189,,,,,,,,,,
pokec_n,gat,vanilla,degree,0.7556281214937497,0.00438513496165,0.672946344310918,0.0117440293331574,0.6910000000000001,0.0105818338019253,0.0111038584479363,0.008924661296802,0.0112703946450983,0.0083455432421066,0.7522355190822767,0.0056765539807759,0.6524701159435797,0.0232983941394099,0.6903636363636364,0.0047621094013486,0.0161517120176006,0.0108436960793095,0.0319413510767575,0.0161640994757404,,,,,,,,,,
pokec_n,gat,vanilla,uncertainty,0.7556281214937497,0.00438513496165,0.672946344310918,0.0117440293331574,0.6910000000000001,0.0105818338019253,0.0111038584479363,0.008924661296802,0.0112703946450983,0.0083455432421066,0.7509871284408831,0.0059540140268123,0.6638167652739554,0.011723305179243,0.6883636363636364,0.0072818125070911,0.0162979481188677,0.0091513810547654,0.0319062892204713,0.0149062546224002,,,,,,,,,,
pokec_n,gcn,vanilla,degree,0.7548425145380107,0.0113039678216091,0.6294498512790485,0.0868458433430109,0.6826818181818182,0.0269346086011263,0.0155691021607644,0.0135130528937317,0.0259330238858896,0.0146343308046904,0.7569472163474427,0.0043378590587058,0.6757775859879745,0.009239568654363,0.6818181818181819,0.0157590325666906,0.0362878441941186,0.0395074422479332,0.0497025718668446,0.0293580073727851,,,,,,,,,,
pokec_n,gcn,vanilla,uncertainty,0.7548425145380107,0.0113039678216091,0.6294498512790485,0.0868458433430109,0.6826818181818182,0.0269346086011263,0.0155691021607644,0.0135130528937317,0.0259330238858896,0.0146343308046904,0.7564721866425719,0.0047938250216097,0.6526844048451306,0.0349597906040193,0.6942727272727274,0.0076983415623053,0.0282271160578631,0.0257212960881768,0.0448353487260194,0.0335107986303352,,,,,,,,,,
pokec_n,gin,vanilla,degree,0.6987033286004124,0.0104955556973937,0.6243562003189816,0.0152391429747249,0.6372272727272728,0.0211218914285785,0.022133291498229,0.0214275262777281,0.0169771101858676,0.0146532030463013,0.6725093417268211,0.0124102574665769,0.6102415299845229,0.0113391722793071,0.6182272727272726,0.0259373450408594,0.0661552138399489,0.0840983447299377,0.0540263362352331,0.0669153786063392,,,,,,,,,,
pokec_n,gin,vanilla,uncertainty,0.6987033286004124,0.0104955556973937,0.6243562003189816,0.0152391429747249,0.6372272727272728,0.0211218914285785,0.022133291498229,0.0214275262777281,0.0169771101858676,0.0146532030463013,0.6789140925203301,0.0166116957585515,0.6151636659278716,0.025127282293248,0.6287727272727273,0.0234714966933255,0.0385130421871541,0.0191948909938835,0.0344681953104767,0.0226747082493444,,,,,,,,,,
pokec_n,sage,vanilla,degree,0.7331814165003524,0.0060958827522641,0.6705415825026046,0.0079454608348464,0.6567272727272727,0.0206303555531147,0.0139346382524132,0.0127810170262847,0.0227918003067912,0.0137582631216406,0.7329893277597397,0.0088915312812995,0.6604081992289154,0.0161721314334414,0.6637727272727272,0.017445369273561,0.0183087412022549,0.0133876724782504,0.0326788453493236,0.0212990852807461,,,,,,,,,,
pokec_n,sage,vanilla,uncertainty,0.7331814165003524,0.0060958827522641,0.6705415825026046,0.0079454608348464,0.6567272727272727,0.0206303555531147,0.0139346382524132,0.0127810170262847,0.0227918003067912,0.0137582631216406,0.7299663813675162,0.0070409793912474,0.6671531195831164,0.0115601725302607,0.6542727272727273,0.013909685073465,0.0199196728644252,0.0121501199401612,0.0293439847002808,0.0202617286467239,,,,,,,,,,
pokec_n,sgc,vanilla,degree,0.7550988948795091,0.0008759590407647,0.6740779410554911,0.0123396104816454,0.7001363636363636,0.0054623050866373,0.0123154889804654,0.0063127510050203,0.0195103293025479,0.0080059782131513,0.7503078053478697,0.0039224450410032,0.6682072960324982,0.0107364139030514,0.6856363636363636,0.0100560413156544,0.0400079934931471,0.0150808025558494,0.0545749746000757,0.0367025167912061,,,,,,,,,,
pokec_n,sgc,vanilla,uncertainty,0.7550988948795091,0.0008759590407647,0.6740779410554911,0.0123396104816454,0.7001363636363636,0.0054623050866373,0.0123154889804654,0.0063127510050203,0.0195103293025479,0.0080059782131513,0.7494139286884515,0.0035225383979851,0.668825800291462,0.0133109162140273,0.6828181818181818,0.0132580865702458,0.0370927964245926,0.0202848729186852,0.0470482299739028,0.024954157714493,,,,,,,,,,
pokec_z,gat,vanilla,degree,0.7878080146553699,0.0025949739858483,0.6936801359779244,0.0290215243026834,0.7108729540140296,0.0071039841504676,0.0375466074109146,0.0099681419399851,0.0396,0.0132296512981026,0.7832212197542172,0.003133666820702,0.7119502459250269,0.0175371645443562,0.7082229150428683,0.0065142484847479,0.0573327648081092,0.0125482697647272,0.0461714285714285,0.0074584016452615,,,,,,,,,,
pokec_z,gat,vanilla,uncertainty,0.7878080146553699,0.0025949739858483,0.6936801359779244,0.0290215243026834,0.7108729540140296,0.0071039841504676,0.0375466074109146,0.0099681419399851,0.0396,0.0132296512981026,0.7846222425769025,0.0028808314159389,0.7062339037225396,0.0190225175161252,0.709236165237724,0.0085478425280115,0.0577414035219868,0.0208980002017214,0.0496,0.0174375620838628,,,,,,,,,,
pokec_z,gcn,vanilla,degree,0.7787202503625676,0.0071291542410892,0.6887748662048212,0.0362277901952453,0.7083787996882307,0.0135550752520084,0.0487311754483188,0.0078620849788459,0.0295714285714285,0.0067808253064604,0.7798512785283565,0.0043530303126252,0.7014915441883085,0.0283681774431907,0.7094310210444271,0.0123867002496143,0.0815936371804735,0.020611796902198,0.0612571428571428,0.0207276607065859,,,,,,,,,,
pokec_z,gcn,vanilla,uncertainty,0.7787202503625676,0.0071291542410892,0.6887748662048212,0.0362277901952453,0.7083787996882307,0.0135550752520084,0.0487311754483188,0.0078620849788459,0.0295714285714285,0.0067808253064604,0.7823693458514617,0.0032640742828539,0.6956986247886102,0.0208102964339911,0.7096258768511301,0.0045596258768511,0.0754418624671125,0.0212316871741713,0.0595714285714285,0.0190133143467671,,,,,,,,,,
pokec_z,gin,vanilla,degree,0.7185193801999847,0.010580137717478,0.64653070532858,0.0272425561986309,0.6524551831644583,0.0128377890886333,0.0494612909647532,0.0144985551898014,0.0484571428571428,0.0166868884127017,0.7029548584077551,0.0152170972075117,0.6349169146007891,0.0369427063744369,0.6457131722525331,0.0130077890716063,0.0428384653047169,0.0358267655695031,0.0479142857142857,0.0364706311814795,,,,,,,,,,
pokec_z,gin,vanilla,uncertainty,0.7185193801999847,0.010580137717478,0.64653070532858,0.0272425561986309,0.6524551831644583,0.0128377890886333,0.0494612909647532,0.0144985551898014,0.0484571428571428,0.0166868884127017,0.7100210365620944,0.0098779750578254,0.631717929593354,0.0637155624636475,0.6438035853468433,0.0153112530058823,0.0576280123317963,0.0290564575245713,0.0682,0.0260586622364046,,,,,,,,,,
pokec_z,sage,vanilla,degree,0.760128967254408,0.0128567123866877,0.6743669287193503,0.0522286717901814,0.6729540140296181,0.0380717730296522,0.0309201500045733,0.0212308904225817,0.0395428571428571,0.015829809131599,0.7340660102282268,0.0371543480668283,0.5935625785545601,0.1344543527733489,0.63141075604053,0.0442722684389615,0.0395844206154061,0.0240679042585582,0.0438285714285714,0.0238410381913375,,,,,,,,,,
pokec_z,sage,vanilla,uncertainty,0.760128967254408,0.0128567123866877,0.6743669287193503,0.0522286717901814,0.6729540140296181,0.0380717730296522,0.0309201500045733,0.0212308904225817,0.0395428571428571,0.015829809131599,0.7338608961148003,0.0410180429672721,0.5559006844423771,0.1901133447843883,0.6308261886204208,0.0675196148902135,0.042477442820172,0.0256527729784052,0.0451428571428571,0.0244512008803207,,,,,,,,,,
pokec_z,sgc,vanilla,degree,0.7743172276925425,0.0012605467081941,0.7107105934132546,0.0114257355998217,0.7052611067809821,0.0105927745837863,0.0332207940342514,0.004350509116461,0.0308571428571428,0.0109402831735914,0.7695653156247615,0.0015255268508479,0.7064368605920535,0.0049802460158181,0.7026110678098207,0.0060133145992169,0.0926348184933902,0.0095617236309337,0.0724857142857142,0.0097996667998333,,,,,,,,,,
pokec_z,sgc,vanilla,uncertainty,0.7743172276925425,0.0012605467081941,0.7107105934132546,0.0114257355998217,0.7052611067809821,0.0105927745837863,0.0332207940342514,0.004350509116461,0.0308571428571428,0.0109402831735914,0.77194180596901,0.0031438479943552,0.7098567143548313,0.0081674224957144,0.697700701480904,0.0131893633647364,0.0878520776279047,0.0139287885230057,0.0725142857142857,0.0157826047357493,,,,,,,,,,
