dataset,encoder,attack_mode,AUC_std_clean,AUC_std_attacked,AUC_std_defended,F1_std_clean,F1_std_attacked,F1_std_defended,DP_std_clean,DP_std_attacked,DP_std_defended,EO_std_clean,EO_std_attacked,EO_std_defended
bail,gat,tuned_nifa,0.0104810084228694,0.0087018382766661,0.0076549369686362,0.0172379752365218,0.0168913159060046,0.0177924621184162,0.0037047198496622,0.0080399917531024,0.010010310870736,0.0096221831340051,0.0099371062210314,0.014441982778806
bail,gcn,tuned_nifa,0.0013609024549648,0.0078008619881047,0.0173043835508997,0.006611186952455,0.013683862652799,0.0333796393232921,0.0028369074279794,0.0050798872668759,0.0053291425952002,0.0037946100700477,0.0072579700766619,0.0066220585225248
bail,gin,tuned_nifa,0.0104898751338443,0.0159962864834015,0.0099103253944388,0.018288231266226,0.0352524638607925,0.0177546170381811,0.012848756758887,0.0136491884698058,0.0163533637492099,0.009313402030678,0.0065654889800166,0.0083606797718196
bail,sage,tuned_nifa,0.0058056492434387,0.0090647647740824,0.0090418558009127,0.0164366625858244,0.0149242207920729,0.0304603999970557,0.0192734670412319,0.0174208323887764,0.0133432512677128,0.0093271903480594,0.0112538069569315,0.0121492636207091
bail,sgc,tuned_nifa,0.0015636559472076,0.0065447323374058,0.0063180169951643,0.005932931051207,0.0332529122513179,0.008083506270883,0.0038570871841986,0.0062900789131617,0.0064420517738683,0.0061663158182481,0.0042675023154301,0.0053196474194519
german,gat,tuned_nifa,0.0289083778392536,0.0188113359946805,0.0520710208880767,0.171487562305505,0.0804826728728763,0.2437999437545497,0.0462395735637986,0.1206004509451132,0.0862170929822658,0.0380856627496861,0.1262026828969874,0.0855937759909188
german,gcn,tuned_nifa,0.0117600413407267,0.0135413627197704,0.102786418295128,0.0689067877678036,0.0869641194554073,0.0486115766345357,0.0914229732964241,0.0423335309490742,0.1041539848954125,0.09350840100138,0.053744263131094,0.1048315117621764
german,gin,tuned_nifa,0.026715822992862,0.0197363689520243,0.046310266817396,0.2247602965699149,0.1591050814547373,0.1921733245337074,0.104912902149251,0.1154078957992556,0.1312614230928071,0.1085372276178565,0.1110420816729711,0.1061862053379893
german,sage,tuned_nifa,0.0724812361925484,0.1062053217724475,0.0512081065011055,0.3285433845160603,0.3416607786093568,0.2733399567737193,0.0798887310748484,0.1511570570430961,0.0437928990452258,0.065301082899637,0.1522421244207141,0.0271724024228338
german,sgc,tuned_nifa,0.0118986230267191,0.0331519322003526,0.0267789310352801,0.1858095104731201,0.1067856572102254,0.1929456205912683,0.0796849540971497,0.0807910333938616,0.1045064182590564,0.0572123280129488,0.0670642893088518,0.0774210971698631
nba,gat,tuned_nifa,0.0555116361572008,0.0638308665149753,0.0343843787635981,0.040011335095956,0.0427704025269908,0.1584121224749553,0.0700386970635225,0.1057327257915332,0.0372316071761797,0.0933333333333333,0.1196754871401082,0.0611010092660778
