dataset,encoder,attack_mode,AUC_mean_clean,AUC_mean_attacked,AUC_mean_defended,F1_mean_clean,F1_mean_attacked,F1_mean_defended,DP_mean_clean,DP_mean_attacked,DP_mean_defended,EO_mean_clean,EO_mean_attacked,EO_mean_defended
nba,gat,tuned_nifa,0.6394871794871795,0.6664743589743589,0.7780128205128205,0.590631429891868,0.5601620248252475,0.6683503297052773,0.1383572567783094,0.2145135566188198,0.1161881977671451,0.2133333333333333,0.1699999999999999,0.0733333333333333
nba,gcn,tuned_nifa,0.6726282051282052,0.698397435897436,0.6860256410256411,0.6028538914465907,0.6086508504020798,0.6282311766533132,0.3,0.2858054226475279,0.4507177033492823,0.2799999999999999,0.28,0.3733333333333333
nba,gin,tuned_nifa,0.6063461538461539,0.5630128205128205,0.6083333333333333,0.57492207270038,0.4770802931673247,0.4921673906996078,0.0854066985645933,0.085645933014354,0.1031100478468899,0.1566666666666666,0.1133333333333332,0.1533333333333333
nba,sage,tuned_nifa,0.6378846153846154,0.6224358974358974,0.6300641025641026,0.5751761734175085,0.5715688388750342,0.5825508894326223,0.069377990430622,0.0459330143540669,0.1656299840510367,0.0566666666666666,0.0699999999999999,0.1033333333333333
nba,sgc,tuned_nifa,0.6825641025641026,0.6811538461538462,0.6853205128205128,0.5794754751968985,0.6086371928826662,0.6299627392749854,0.2923444976076556,0.310207336523126,0.2876395534290271,0.1866666666666666,0.2033333333333333,0.19
pokec_n,gat,tuned_nifa,0.7556281214937497,0.7510702027874587,0.7416240538295289,0.672946344310918,0.6751208704659344,0.6538347552353173,0.0111038584479363,0.0339209858143511,0.0431218139253,0.0112703946450983,0.0241205649740024,0.029299758949738
pokec_n,gcn,tuned_nifa,0.7548425145380107,0.7528746702676582,0.7547736306799189,0.6294498512790485,0.6251026496624551,0.6568846034852992,0.0155691021607644,0.0293851453629802,0.04770770709077,0.0259330238858896,0.0297308604099846,0.0334605653724326
pokec_n,gin,tuned_nifa,0.6987033286004124,0.680372196240803,0.6745401123324033,0.6243562003189816,0.619033950567308,0.6190641567302922,0.022133291498229,0.0362829883337955,0.0406013422718515,0.0169771101858676,0.0367053807996493,0.0362184991134928
pokec_n,sage,tuned_nifa,0.7331814165003524,0.7282869391240455,0.7420343782166486,0.6705415825026046,0.6533313033493368,0.6501554707465756,0.0139346382524132,0.0238927004279693,0.028300327490426,0.0227918003067912,0.0371898719046955,0.0367527939916728
pokec_n,sgc,tuned_nifa,0.7550988948795091,0.7517819612827209,0.7477736240604489,0.6740779410554911,0.6738913621067943,0.6527663404621566,0.0123154889804654,0.0522811804596445,0.0654856654069444,0.0195103293025479,0.0305002290973564,0.0583094607247445
pokec_z,gat,tuned_nifa,0.7878080146553699,0.7794043813449354,0.7767059613769941,0.6936801359779244,0.7033864945861952,0.6939570234790009,0.0375466074109146,0.0692934504818116,0.0558512813339,0.0396,0.0621714285714285,0.0520285714285714
pokec_z,gcn,tuned_nifa,0.7787202503625676,0.7774913060071751,0.7753138233722616,0.6887748662048212,0.6981390353947076,0.684376549793493,0.0487311754483188,0.0900268211190083,0.1310213008646246,0.0295714285714285,0.0683142857142857,0.1254285714285714
pokec_z,gin,tuned_nifa,0.7185193801999847,0.6964663460804518,0.6957321120525151,0.64653070532858,0.6447780688767916,0.6472806051001011,0.0494612909647532,0.0586120810713382,0.0418548000925422,0.0484571428571428,0.0593142857142857,0.0397428571428571
pokec_z,sage,tuned_nifa,0.760128967254408,0.752883352415846,0.7477808716891841,0.6743669287193503,0.6217996516734429,0.6241742937716209,0.0309201500045733,0.0436783402650367,0.0423270616213191,0.0395428571428571,0.0406285714285714,0.0471428571428571
pokec_z,sgc,tuned_nifa,0.7743172276925425,0.766245080528204,0.7650763147851308,0.7107105934132546,0.6989456033027228,0.6959934010103475,0.0332207940342514,0.1238541167862004,0.075189254335229,0.0308571428571428,0.1048285714285714,0.0650571428571428
