dataset,encoder,attack_mode,AUC_mean_clean,AUC_mean_attacked,AUC_mean_defended,F1_mean_clean,F1_mean_attacked,F1_mean_defended,DP_mean_clean,DP_mean_attacked,DP_mean_defended,EO_mean_clean,EO_mean_attacked,EO_mean_defended
bail,gat,tuned_nifa,0.9418414017993528,0.9358980157527558,0.9094883587716158,0.8669837989374753,0.862272613287138,0.8128382430635502,0.0750779288748048,0.0769803567474615,0.0699480665874916,0.0521947685502935,0.0528376420346221,0.0519858156028368
bail,gcn,tuned_nifa,0.9047864952108072,0.9010986904335528,0.8894042360403216,0.8086452184190863,0.796296800791702,0.7894195811270328,0.0624292421632595,0.0644884443843762,0.0311419851158724,0.032345001143903,0.034645771371921,0.0225539540913597
bail,gin,tuned_nifa,0.8535745416670493,0.855276692977381,0.8533324800335503,0.7442040466355178,0.7400535187947276,0.7307085911198083,0.0943118571227279,0.0980091832421287,0.1140835053903201,0.0624449020056432,0.0705414474185922,0.0656745214672462
bail,sage,tuned_nifa,0.915550967634301,0.920603525926538,0.9222043144061493,0.8260085136502611,0.8316654395303293,0.8228745083549887,0.0243741606830135,0.02313896285582,0.0321243454405857,0.0140334019675131,0.0132418210935712,0.0226096240372149
bail,sgc,tuned_nifa,0.88765248428857,0.8873625823836069,0.9011921611978952,0.7873150039795429,0.7733148986858799,0.8110381775140667,0.0437672356528915,0.0414510263031519,0.0522710803357555,0.0236879432624113,0.0200526195378631,0.0336429497445283
german,gat,tuned_nifa,0.566487619047619,0.5204342857142856,0.4951352380952381,0.5521472116887732,0.6386016706014485,0.5464130543587193,0.0612656846699399,0.4650436442989634,0.1054418985270049,0.0763655462184873,0.5227941176470587,0.1328781512605042
german,gcn,tuned_nifa,0.7426971428571428,0.7238780952380951,0.5740342857142857,0.7603773916005582,0.708893979429346,0.7820911800915125,0.320430987452264,0.4008046917621386,0.1232133115111838,0.2581932773109243,0.3480042016806722,0.123109243697479
german,gin,tuned_nifa,0.6833980952380952,0.6740114285714285,0.6552304761904761,0.6241708656045063,0.5780269602645627,0.7178203185776783,0.2503818876159301,0.3105019094380796,0.2200900163666121,0.228781512605042,0.2737394957983193,0.1831932773109243
german,sage,tuned_nifa,0.6255085714285715,0.5774019047619048,0.6436038095238095,0.5717136659433394,0.3449575477203317,0.5609939676241626,0.0828423349699945,0.095785597381342,0.0697081287506819,0.0503151260504201,0.093172268907563,0.04390756302521
german,sgc,tuned_nifa,0.6979123809523808,0.6766171428571428,0.6792380952380952,0.6348553159630883,0.7001348508215901,0.6554106456487802,0.2471085651936716,0.2644571740316421,0.1708674304418985,0.1836134453781512,0.2009453781512605,0.1131302521008403
