dataset,encoder,model,attack_mode,AUC_mean,AUC_std,F1_mean,F1_std,ACC_mean,ACC_std,DP_mean,DP_std,EO_mean,EO_std
bail,gat,vanilla,none,0.9418414017993528,0.0104810084228694,0.8669837989374753,0.0172379752365218,0.9040474676838312,0.0144564395919578,0.0750779288748048,0.0037047198496622,0.0521947685502935,0.0096221831340051
bail,gat,vanilla_dp_eo,no_attack,0.9421244830457368,0.00859835696195212,0.8435953508738331,0.020823740982850492,0.881267217630854,0.019540761093218027,0.09053895652949076,0.006390160200407916,0.05979562266453135,0.01164082462156052
bail,gat,vanilla_dp_eo,ratio,1.0412671807465805,6.318128775933848,1.043220601147033,3.149773426860633,1.0354039586704844,2.344137808933603,1.4502651865086107,2.2525092420655177,1.8486820389494025,3.0677261712464143
bail,gcn,vanilla,none,0.9047864952108072,0.0013609024549648,0.8086452184190863,0.006611186952455,0.8511337147700784,0.0083360120803254,0.0624292421632595,0.0028369074279794,0.032345001143903,0.0037946100700477
bail,gcn,vanilla_dp_eo,no_attack,0.886805603386261,0.021979221655754146,0.7746186568191695,0.030234422620180567,0.819516846789574,0.03100154882552262,0.1016300722064224,0.014056678593887347,0.06091664760161671,0.012316389161431417
bail,gcn,vanilla_dp_eo,ratio,0.9415657473668624,2.097052188966457,0.8934638199335407,1.753942803916055,0.9064975856734332,2.1444802247691026,1.3536611055946184,3.794262228807679,1.1671025524889347,1.27999945437589
bail,gin,vanilla,none,0.8535745416670493,0.0104898751338443,0.7442040466355178,0.018288231266226,0.7910998092816274,0.0207882486030241,0.0943118571227279,0.012848756758887,0.0624449020056432,0.009313402030678
bail,gin,vanilla_dp_eo,no_attack,0.8599855493873078,0.014711502138425682,0.7500761891542216,0.023827219455930738,0.7951896588260224,0.026266198688148307,0.09741103958844351,0.014658637920112447,0.0641805841531305,0.00980843262186853
bail,gin,vanilla_dp_eo,ratio,1.00751077663087,1.4024477842410936,1.00789050065671,1.302871727127266,1.0051698274938392,1.2635118614238294,1.03286100560699,1.1408604112591376,1.0277954179082616,1.0531524988999634
bail,sage,vanilla,none,0.915550967634301,0.0058056492434387,0.8260085136502611,0.0164366625858244,0.8720067810976901,0.0219740853330201,0.0243741606830135,0.0192734670412319,0.0140334019675131,0.0093271903480594
