dataset,encoder,attack_mode,AUC_std_clean,AUC_std_attacked,AUC_std_defended,F1_std_clean,F1_std_attacked,F1_std_defended,DP_std_clean,DP_std_attacked,DP_std_defended,EO_std_clean,EO_std_attacked,EO_std_defended
bail,gat,degree,0.0104810084228694,0.0077053295146812,0.0106217647733979,0.0172379752365218,0.0160702252674413,0.0341839284944648,0.0037047198496622,0.005306487058884,0.0067974185944046,0.0096221831340051,0.0126767939137034,0.0138529252437362
bail,gat,uncertainty,0.0104810084228694,0.0096430118458662,0.0080669218124012,0.0172379752365218,0.018826734280921,0.0087610243996043,0.0037047198496622,0.0044981767389597,0.0068570828245776,0.0096221831340051,0.0086275267181834,0.0085418691678553
bail,gcn,degree,0.0013609024549648,0.0057563138625012,0.008236444064461,0.006611186952455,0.0076875251803081,0.0484454219448915,0.0028369074279794,0.0051783423308597,0.0032027936126961,0.0037946100700477,0.0048170245222191,0.0077404121206381
bail,gcn,uncertainty,0.0013609024549648,0.0130969023830356,0.0082543396374166,0.006611186952455,0.0109573891662641,0.0102267061657215,0.0028369074279794,0.0078638254909304,0.0045608357800946,0.0037946100700477,0.0115049793414062,0.0052847273588488
bail,gin,degree,0.0104898751338443,0.0059279678259834,0.0119695368451363,0.018288231266226,0.021673136297478,0.0278633582954393,0.012848756758887,0.0062680444926201,0.0159373883760146,0.009313402030678,0.0092101090107057,0.0142026563092665
bail,gin,uncertainty,0.0104898751338443,0.0101925445629819,0.01394892692791,0.018288231266226,0.0289432605862135,0.019736087935476,0.012848756758887,0.0167087509519088,0.0176201533620795,0.009313402030678,0.0089797273831085,0.0153383408521144
bail,sage,degree,0.0058056492434387,0.0083486284749182,0.0063773590878542,0.0164366625858244,0.0210929590787326,0.0148028547752828,0.0192734670412319,0.022469064131335,0.0117095369432104,0.0093271903480594,0.0142588785745811,0.0075329877861528
bail,sage,uncertainty,0.0058056492434387,0.0043299543376761,0.0080479274623367,0.0164366625858244,0.0153247558507396,0.0093859832628402,0.0192734670412319,0.0221005661498778,0.0137713629229011,0.0093271903480594,0.0083409945549474,0.0102466712044904
bail,sgc,degree,0.0015636559472076,0.0047931328604541,0.0042577139600126,0.005932931051207,0.0039147579231188,0.0051468003613071,0.0038570871841986,0.00593023495836,0.0043693118865698,0.0061663158182481,0.0053992639381131,0.0036753113363498
bail,sgc,uncertainty,0.0015636559472076,0.0040355859266763,0.0061309587872416,0.005932931051207,0.0097523919890012,0.0159771670588329,0.0038570871841986,0.0054808965808219,0.0038860620726341,0.0061663158182481,0.0072979580421001,0.0022563891835621
german,gat,degree,0.0289083778392536,0.026974262966484,0.0289741311785361,0.171487562305505,0.1094714358661297,0.1304546491902494,0.0462395735637986,0.0929983768907413,0.118269365836406,0.0380856627496861,0.1128162996981343,0.1126924614415625
german,gat,uncertainty,0.0289083778392536,0.0424535474988615,0.0409195342913542,0.171487562305505,0.1175947027812811,0.2218634718574101,0.0462395735637986,0.1451453612070239,0.1381452994539857,0.0380856627496861,0.1579284627730517,0.1331084213963226
german,gcn,degree,0.0117600413407267,0.0153308585994661,0.0041466102321334,0.0689067877678036,0.1278417287043635,0.1260920928035651,0.0914229732964241,0.098309802349562,0.0490124491335731,0.09350840100138,0.0940395365396734,0.0467148905664516
german,gcn,uncertainty,0.0117600413407267,0.0126300761870147,0.0479119494749934,0.0689067877678036,0.1412580288669804,0.2623144461824956,0.0914229732964241,0.1002702538733612,0.0902548802016462,0.09350840100138,0.1096268833131152,0.0670118672608708
german,gin,degree,0.026715822992862,0.0195391304346071,0.056796060544936,0.2247602965699149,0.1060344589542926,0.1370549921893671,0.104912902149251,0.0921341790856968,0.1098385649618192,0.1085372276178565,0.1180973151649231,0.1106897665512916
german,gin,uncertainty,0.026715822992862,0.0207262407537477,0.0213854275515975,0.2247602965699149,0.1535192246078207,0.1334239704074793,0.104912902149251,0.1248439294092457,0.0591768984357827,0.1085372276178565,0.1281908603921785,0.0564263383616166
german,sage,degree,0.0724812361925484,0.0673169400398334,0.058145768625673,0.3285433845160603,0.2786519645174743,0.1906787721670769,0.0798887310748484,0.1071936437125518,0.0639227783742885,0.065301082899637,0.1062068295013257,0.075827241123714
german,sage,uncertainty,0.0724812361925484,0.0750292556696999,0.0627501450071049,0.3285433845160603,0.3216006483852733,0.2422349204894124,0.0798887310748484,0.0703779188553795,0.0797092901979533,0.065301082899637,0.0603695579634769,0.0869187621471403
german,sgc,degree,0.0118986230267191,0.0185497195705251,0.0223321863041825,0.1858095104731201,0.1696694758878121,0.1771976098023059,0.0796849540971497,0.0902758786279839,0.0633887664982844,0.0572123280129488,0.0743385848396425,0.049897611605684
german,sgc,uncertainty,0.0118986230267191,0.0361785692693397,0.038948183916397,0.1858095104731201,0.1641862989814379,0.2182860007853773,0.0796849540971497,0.1047414523456991,0.0569275276733449,0.0572123280129488,0.0756693409723825,0.0393464737084714
nba,gat,degree,0.0555116361572008,0.0595872555639293,0.0414697516562688,0.040011335095956,0.0556503593441487,0.0581675509492823,0.0700386970635225,0.1100410568138448,0.0989254940205776,0.0933333333333333,0.1673652028084426,0.0955103252126293
nba,gat,uncertainty,0.0555116361572008,0.0359208371526729,0.0320031048173254,0.040011335095956,0.0351926556747554,0.0441748006339239,0.0700386970635225,0.0673824353506138,0.0651310144824542,0.0933333333333333,0.0597215762238963,0.132664991614216
nba,gcn,degree,0.0071442012917683,0.0232698488298224,0.0228702461531539,0.0177364722640478,0.021814818514024,0.0260230313030672,0.0354802603792222,0.0775058903772747,0.1023230101075637,0.0599999999999999,0.0822597511950204,0.0653197264742181
nba,gcn,uncertainty,0.0071442012917683,0.0116687797466489,0.0190500051337264,0.0177364722640478,0.0212893634065538,0.0374376867057069,0.0354802603792222,0.0771103925031246,0.0758456635529483,0.0599999999999999,0.1291424708520701,0.1133333333333333
nba,gin,degree,0.0111562405328626,0.059249081418324,0.025440320257537,0.0703921218308164,0.2197884863517046,0.1421027302275326,0.063160160173956,0.0550533287121385,0.0899398512067074,0.0715697018452796,0.077817450199525,0.0879393730551527
nba,gin,uncertainty,0.0111562405328626,0.0605851981866547,0.0206773251449003,0.0703921218308164,0.2363224555932661,0.0617879004308595,0.063160160173956,0.07321668617565,0.0519694589705817,0.0715697018452796,0.0849182613523799,0.0904310664416702
nba,sage,degree,0.0187272763903174,0.0245458419359473,0.0223063107441326,0.0350280968097535,0.0740171914387735,0.0669790205959678,0.0452989867333081,0.0761621447860147,0.0320055004251947,0.0578311719096582,0.0760847480700888,0.0599999999999999
nba,sage,uncertainty,0.0187272763903174,0.0249750039404951,0.028031590261649,0.0350280968097535,0.0424882972211174,0.0609869348718893,0.0452989867333081,0.0521307303625637,0.0559731929479893,0.0578311719096582,0.0702376916856849,0.06
nba,sgc,degree,0.0027764625420138,0.0202447426637802,0.0219946537344739,0.0164319042886373,0.0398681676050758,0.0434344847381073,0.0350608857812209,0.0876656353182917,0.1010608171736655,0.065319726474218,0.1145522685162638,0.0982626864865578
nba,sgc,uncertainty,0.0027764625420138,0.0214849763266812,0.0190737176794246,0.0164319042886373,0.0432229451892812,0.0297956352272311,0.0350608857812209,0.0535787850964702,0.0694146908373525,0.065319726474218,0.054670731556189,0.0991631652042901
