AUC_mean,AUC_std,F1_mean,F1_std,ACC_mean,ACC_std,DP_mean,DP_std,EO_mean,EO_std,name,dataset,encoder,attack_mode
0.689272380952381,0.0767031592770721,0.7745271555276015,0.02800001443742,0.6892,0.0173481987537611,0.2064648117839607,0.0987040149343284,0.1715336134453781,0.0982780766188587,vanilla_german_gin_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0016102038883533546,german,gin,no_attack
0.6503390476190476,0.0316358793983369,0.5547532550503138,0.2978241574564964,0.5591999999999999,0.1490213407535981,0.1964129841789416,0.159681053855845,0.1784663865546218,0.155179769882749,vanilla_german_gin_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0016102038883533546,german,gin,tuned_nifa
0.6202742857142857,0.04102680563914745,0.6752092130916415,0.22020150821213577,0.614,0.12175056468041533,0.04451718494271685,0.05754512998627258,0.06649159663865546,0.07748235526065875,edge_adder_german_gin_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0005997302838647427,german,gin,EA Defense
0.6419428571428571,0.0730305188899983,0.5051983820770701,0.2810641518832151,0.5396,0.1539709063427243,0.1702400436442989,0.1454004058808499,0.1622899159663865,0.1516620850945353,vanilla_german_sage_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.008248896555909517,german,sage,no_attack
0.6677866666666666,0.0503914276984442,0.6780408920903196,0.2296069096955058,0.6292,0.1262638507253758,0.1480087288597927,0.117683095406683,0.1307773109243697,0.1280386352460451,vanilla_german_sage_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.008248896555909517,german,sage,tuned_nifa
0.7252876190476191,0.01903768731548019,0.7342845676855319,0.04921252352259414,0.6712,0.03922448215082003,0.07737315875613748,0.04256084297947281,0.03676470588235294,0.025695604792303615,edge_adder_german_sage_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0005335063533975847,german,sage,EA Defense
0.6841676190476191,0.0118287303110255,0.5912822971541456,0.1843527994832638,0.5704,0.0948126573828621,0.2469039825422804,0.090297611733951,0.1917016806722689,0.0663666900659829,vanilla_german_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.03558271965216747,german,sgc,no_attack
0.6925028571428572,0.0137201870900817,0.6349758253925252,0.1507796472617866,0.5935999999999999,0.0842320604045751,0.2565602836879432,0.106701292108475,0.2061974789915966,0.0794315618247019,vanilla_german_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.03558271965216747,german,sgc,tuned_nifa
0.6116647619047619,0.039093294725783954,0.4983699971486367,0.3583933548723388,0.5332,0.174117661367249,0.0702673213311511,0.0948035761278964,0.06260504201680674,0.07314153396835178,edge_adder_german_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.002265390407383132,german,sgc,EA Defense
0.6626923076923077,0.0556237418506,0.6232256910766372,0.0624280663328268,0.6253164556962025,0.0500600504640131,0.2103668261562998,0.0717816755172796,0.2299999999999999,0.0737111479583199,vanilla_nba_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0006118713031011232,nba,gat,no_attack
0.5916025641025641,0.032924577108564,0.4947843514044966,0.1583164279646952,0.5544303797468354,0.0579520159101751,0.2272727272727273,0.1822852084076642,0.2866666666666667,0.1892675942210452,vanilla_nba_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0006118713031011232,nba,gat,tuned_nifa
0.7638461538461538,0.034136285621831,0.7322147260927767,0.027574993453243754,0.7113924050632912,0.02703057785324382,0.1565390749601276,0.07485490086216762,0.08333333333333334,0.0562731433871138,edge_adder_nba_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0005266946880424559,nba,gat,EA Defense
0.7344871794871797,0.0039805576144256,0.6633801092086866,0.0274248500160013,0.6658227848101266,0.0189451006925262,0.2614832535885166,0.022772556246722,0.1833333333333333,0.0401386485959743,vanilla_nba_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0005602617956493825,nba,gcn,no_attack
0.6365384615384616,0.0304011098797361,0.5398813080710301,0.0712794975788433,0.5797468354430378,0.0281912119636963,0.6488038277511962,0.1160423817830742,0.5833333333333333,0.1507389207279335,vanilla_nba_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0005602617956493825,nba,gcn,tuned_nifa
0.7001923076923077,0.02845179147030678,0.6278587271758029,0.04313768982840833,0.6379746835443039,0.03006162553680486,0.32384370015948966,0.079323808913603,0.22333333333333333,0.12297244497131146,edge_adder_nba_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0007437733361427296,nba,gcn,EA Defense
0.5462820512820514,0.079007964045677,0.3836128794278452,0.2766791076388938,0.5341772151898735,0.0391382907183298,0.070414673046252,0.0506238913512774,0.0633333333333333,0.0766666666666666,vanilla_nba_gin_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0381397720513228,nba,gin,no_attack
0.5965384615384616,0.0334345111400515,0.5408453778493221,0.0789135792936304,0.5620253164556963,0.0289760079550875,0.3784688995215312,0.1020055596160977,0.3,0.1549193338482966,vanilla_nba_gin_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0381397720513228,nba,gin,tuned_nifa
0.6125641025641027,0.0074104338546761,0.5417914411611386,0.09992187013727646,0.5708860759493671,0.016455696202531636,0.05813397129186602,0.04101155825164342,0.13666666666666663,0.07218802609235904,edge_adder_nba_gin_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.009659285727342239,nba,gin,EA Defense
0.6443589743589744,0.0216469338149711,0.5263773970232042,0.0370449766467009,0.5620253164556963,0.0140956059818481,0.1259170653907496,0.0341777948354104,0.1133333333333333,0.0426874949162189,vanilla_nba_sage_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0006778779553232976,nba,sage,no_attack
0.6233333333333334,0.0188688159577541,0.5475513958303575,0.0490799063676388,0.5670886075949366,0.0270305778532438,0.054066985645933,0.0374474730202799,0.0699999999999999,0.0458257569495583,vanilla_nba_sage_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0006778779553232976,nba,sage,tuned_nifa
0.6235897435897435,0.02504237040660998,0.5333160766850177,0.043559020202562665,0.5645569620253166,0.02606488643287849,0.06770334928229665,0.05527121233975931,0.10666666666666665,0.08537498983243798,edge_adder_nba_sage_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0007733112465626232,nba,sage,EA Defense
